Tiempo: 0.002103

Nombre: OLDEMAR ARIAS, Edad: 47, Pais: Abuya
Nombre: JORGE LIZANO, Edad: 34, Pais: Samoa Americana
Nombre: JOSE VENEGAS, Edad: 85, Pais: Samoa Americana
Nombre: EDIBERTO CHINCHILLA, Edad: 92, Pais: San José
Nombre: VILMA ORTIZ, Edad: 25, Pais: San José
Nombre: MARIA ELENA NARANJO, Edad: 91, Pais: San Marino
Nombre: BLANCA ESTRELLA LEIVA, Edad: 20, Pais: San Marino
Nombre: GERARDO OLMEDO ARCE, Edad: 14, Pais: San Marino
Nombre: ARNULFO CHAVES, Edad: 78, Pais: San Marino
Nombre: MANUEL GERARDO MORA, Edad: 95, Pais: San Marino
Nombre: CRISTINA DELGADO, Edad: 80, Pais: San Marino
Nombre: ZACARIAS PEREZ, Edad: 4, Pais: San Marino
Nombre: MARIA AURORA CHAVES, Edad: 63, Pais: San Marino
Nombre: MARIANO BERMUDEZ, Edad: 67, Pais: San Pedro y Miquelón
Nombre: BERNARDA BADILLA, Edad: 5, Pais: San Pedro y Miquelón
Nombre: RAMON CARMEN CRUZ, Edad: 36, Pais: San Tomé y Príncipe
Nombre: RICARDO ABARCA, Edad: 48, Pais: San Tomé y Príncipe
Nombre: MIRIAM SERRANO, Edad: 90, Pais: San Tomé y Príncipe
Nombre: JORGE LUIS HIDALGO, Edad: 4, Pais: San Vincente y Granadinas
Nombre: JUAN RAFAEL FALLAS, Edad: 72, Pais: San Vincente y Granadinas
Nombre: JOSE ERNESTO HIDALGO, Edad: 97, Pais: San Vincente y Granadinas
Nombre: ROSE MARY GUEVARA, Edad: 97, Pais: Santa Elena
Nombre: RAFAEL ANGEL BARBOZA, Edad: 27, Pais: Santa Lucía
Nombre: RICARDO CHAVARRIA, Edad: 4, Pais: Santa Lucía
Nombre: NORMAN RONALD VALVERDE, Edad: 83, Pais: Santa Lucía
Nombre: TERESITA AGUILAR, Edad: 84, Pais: Santa Lucía
Nombre: GILDO BONILLA, Edad: 64, Pais: Santa Lucía
Nombre: SONIA MARTA VARGAS, Edad: 38, Pais: Santiago
Nombre: VICTOR MANUEL QUIROS, Edad: 79, Pais: Santo Domingo
Nombre: MARIA DINIA SANCHEZ, Edad: 61, Pais: Santo Tomé
Nombre: EDGAR EDUARDO SOLIS, Edad: 81, Pais: Santo Tomé
Nombre: RIGOBERTO HERNANDEZ, Edad: 46, Pais: Saná
Nombre: MARIA DEL CARMEN GONZALEZ, Edad: 8, Pais: Sarajevo
Nombre: JORGE EDUARDO QUESADA, Edad: 43, Pais: Sarajevo
Nombre: MARIA ESTER MONDRAGON, Edad: 77, Pais: Senegal
Nombre: VICTOR MANUEL VEGA, Edad: 33, Pais: Serbia
Nombre: MARINA CALDERON, Edad: 92, Pais: Seychelles
Nombre: PILAR PORRAS, Edad: 1, Pais: Seúl
Nombre: EMILCE ANTONIA MASIS, Edad: 95, Pais: Seúl
Nombre: FRANCISCO ZUÑIGA, Edad: 57, Pais: Seúl
Nombre: MARTA EUGENIA LOPEZ, Edad: 40, Pais: Sierra Leona
Nombre: MARIA CRISTINA JIMENEZ, Edad: 77, Pais: Sierra Leona
Nombre: DINORAH SANDI, Edad: 89, Pais: Sierra Leona
Nombre: IRIS PAEZ, Edad: 78, Pais: Singapur
Nombre: FLORA MENA, Edad: 54, Pais: Singapur
Nombre: MIGUEL ANGEL QUIROS, Edad: 45, Pais: Singapur
Nombre: MARIA DE LOS ANGELES SOLIS, Edad: 35, Pais: Singapur
Nombre: ROSA MARIA HERNANDEZ, Edad: 80, Pais: Singapur
Nombre: LUZ QUIROS, Edad: 64, Pais: Siria
Nombre: JORGE CAMPOS, Edad: 61, Pais: Siria
Nombre: MARGARITA JIMENEZ, Edad: 3, Pais: Siria
Nombre: CARLOS AUGUSTO LEIVA, Edad: 84, Pais: Siria
Nombre: ANA MARIA MORALES, Edad: 37, Pais: Siria
Nombre: FLORY MARIA ARLEY, Edad: 73, Pais: Siria
Nombre: GERARDO GUILLERMO SERRANO, Edad: 46, Pais: Siria
Nombre: JULIA CARMEN ALVAREZ, Edad: 73, Pais: Somalia
Nombre: JOSE ALBERTO CORDERO, Edad: 84, Pais: Somalia
Nombre: JOSEFINA BERMUDEZ, Edad: 10, Pais: Sri Jayawardenapura Kotte
Nombre: VITALINA ROMERO, Edad: 64, Pais: Sri Jayawardenapura Kotte
Nombre: OLGA GARRO, Edad: 93, Pais: Sri Jayawardenapura Kotte
Nombre: FRANCISCO JESUS MARIN, Edad: 91, Pais: Sri Lanka
Nombre: VICTOR MANUEL CALDERON, Edad: 69, Pais: Sri Lanka
Nombre: GISELLE CRESPI, Edad: 32, Pais: Sri Lanka
Nombre: MARIA EVA RIVERA, Edad: 72, Pais: Sucre
Nombre: DIGNA ARAYA, Edad: 28, Pais: Sucre
Nombre: ANA CECILIA SALAZAR, Edad: 11, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: JOSE MANUEL FERNANDEZ, Edad: 49, Pais: Sudáfrica
Nombre: ALBA EMILCE VINDAS, Edad: 53, Pais: Surinam
Nombre: MARIO ANTONIO SALAZAR, Edad: 18, Pais: Suva
Nombre: ALBERTINA JIMENEZ, Edad: 79, Pais: Swazilandia
Nombre: LIDIETH HERNANDEZ, Edad: 2, Pais: Swazilandia
Nombre: CARLOS ENRIQUE UREÑA, Edad: 32, Pais: Swazilandia
Nombre: ANA MARIA CORDERO, Edad: 59, Pais: Sáhara Occidental
Nombre: YOLANDA BRENES, Edad: 60, Pais: Tadjikistan
Nombre: TERESA CHARPENTIER, Edad: 33, Pais: Tailandia
Nombre: GRACE VIOLETA RAMIREZ, Edad: 26, Pais: Tailandia
Nombre: ODILIA MIREYA MORA, Edad: 57, Pais: Taipéi
Nombre: ABILIO AGUILAR, Edad: 32, Pais: Taipéi
Nombre: JUDITH CASCANTE, Edad: 67, Pais: Taiwan
Nombre: BENEDICTO MADRIGAL, Edad: 28, Pais: Taiwan
Nombre: MARIA TERESA GARRO, Edad: 36, Pais: Taiwan
Nombre: JOSE RAMIREZ, Edad: 8, Pais: Tallin
Nombre: ALVARO JIMENEZ, Edad: 39, Pais: Tanzania
Nombre: FLOR DE MARIA TENORIO, Edad: 81, Pais: Tanzania
Nombre: MARIA EUGENIA GAMBOA, Edad: 45, Pais: Tanzania
Nombre: VICTOR JIMENEZ, Edad: 4, Pais: Tanzania
Nombre: LUZ MARINA DELGADO, Edad: 31, Pais: Tanzania
Nombre: BELCEBI VARGAS, Edad: 77, Pais: Tarawa
Nombre: MARCELINO ARIAS, Edad: 78, Pais: Tarawa
Nombre: RAFAELA MADRIGAL, Edad: 20, Pais: Tarawa
Nombre: GABRIEL ARAYA, Edad: 62, Pais: Taskent
Nombre: MARIA ELENA MORALES, Edad: 21, Pais: Taskent
Nombre: MARIA HERMINIA QUESADA, Edad: 31, Pais: Taskent
Nombre: FLOR DE MARIA JIMENEZ, Edad: 65, Pais: Tegucigalpa
Nombre: CARLOS LUIS BRENES, Edad: 13, Pais: Teherán
Nombre: MARTA ZAMORA, Edad: 91, Pais: Teherán
Nombre: GERARDO RODRIGO MARIN, Edad: 86, Pais: Teherán
Nombre: EDWIN VARGAS, Edad: 70, Pais: Teherán
Nombre: MIGUEL AVALOS, Edad: 68, Pais: Thimphu
Nombre: ROSA MARIA CAMPOS, Edad: 15, Pais: Thimphu
Nombre: ANDRES HIDALGO, Edad: 80, Pais: Thimphu
Nombre: MARCO AURELIO ELIZONDO, Edad: 56, Pais: Tiflis
Nombre: GILBERTO CHINCHILLA, Edad: 31, Pais: Tiflis
Nombre: HERNAN BARBOZA, Edad: 93, Pais: Timor Oriental
Nombre: VERA MARIA VINDAS, Edad: 10, Pais: Timor Oriental
Nombre: EMILIA ROJAS, Edad: 74, Pais: Timor Oriental
Nombre: ENRIQUE BARBOZA, Edad: 51, Pais: Timor Oriental
Nombre: RITA BEATRIZ MENA, Edad: 79, Pais: Tirana
Nombre: ORLANDO CAMPOS, Edad: 60, Pais: Tirana
Nombre: ELIZABETH MONTOYA, Edad: 90, Pais: Tirana
Nombre: ISAIAS NAVARRO, Edad: 48, Pais: Togo
Nombre: FLORA VIRGINIA FERNANDEZ, Edad: 88, Pais: Tokelau
Nombre: OBDULIO SOTO, Edad: 67, Pais: Tokelau
Nombre: RAFAEL GUZMAN, Edad: 28, Pais: Tokio
Nombre: ANA MARIA JIMENEZ, Edad: 66, Pais: Tonga
Nombre: EFRAIN CASTRO, Edad: 89, Pais: Trinidad y Tobago
Nombre: MARIA TERESA RODRIGUEZ, Edad: 29, Pais: Turkmenistan
Nombre: JUAN DELGADO, Edad: 90, Pais: Turkmenistan
Nombre: MARTA EUGENIA RUIZ, Edad: 26, Pais: Turkmenistan
Nombre: DOMINGO MENA, Edad: 82, Pais: Turkmenistan
Nombre: MELBA BRIZUELA, Edad: 54, Pais: Turquía
Nombre: DULCE MARIA CHACON, Edad: 92, Pais: Turquía
Nombre: LIDIETTE SOLANO, Edad: 40, Pais: Turquía
Nombre: SAMUEL CASTRO, Edad: 75, Pais: Tuvalu
Nombre: GUIDO MONGE, Edad: 54, Pais: Tuvalu
Nombre: MARIA SOCORRO ROJAS, Edad: 1, Pais: Tuvalu
Nombre: EDUARDO JIMENEZ, Edad: 38, Pais: Tuvalu
Nombre: ARACELLY ABARCA, Edad: 50, Pais: Tuvalu
Nombre: NYDIA ALAN, Edad: 86, Pais: Tíbet
Nombre: VIRGINIA MARIA RAMIREZ, Edad: 9, Pais: Tíbet
Nombre: HERMES HERNANDEZ, Edad: 73, Pais: Tíbet
Nombre: CARLOS FERNANDO MUÑOZ, Edad: 55, Pais: Tíbet
Nombre: HERNAN ROBERTO ECHEVERRIA, Edad: 52, Pais: Tíbet
Nombre: MARGARITA MORALES, Edad: 77, Pais: Túnez
Nombre: NAHUM CECILIANO, Edad: 36, Pais: Túnez
Nombre: JUAN MANUEL PICADO, Edad: 34, Pais: Uagadugú
Nombre: ROMILIO SANCHEZ, Edad: 15, Pais: Uagadugú
Nombre: VIRGINIA BARBOZA, Edad: 35, Pais: Uagadugú
Nombre: GINNETTE AUBERT, Edad: 3, Pais: Uagadugú
Nombre: SARA MARIA HUERTAS, Edad: 70, Pais: Ucrania
Nombre: NARCISO AGUILAR, Edad: 2, Pais: Ucrania
Nombre: XINIA LOPEZ, Edad: 31, Pais: Ucrania
Nombre: PABLO SILES, Edad: 26, Pais: Ucrania
Nombre: JOSE LUIS GARRO, Edad: 31, Pais: Ucrania
Nombre: TERESITA NUÑEZ, Edad: 71, Pais: Uganda
Nombre: JAVIER ROJAS, Edad: 99, Pais: Uganda
Nombre: SARA EMILCE VARGAS, Edad: 77, Pais: Uganda
Nombre: RAFAEL ANGEL FONSECA, Edad: 6, Pais: Uganda
Nombre: ANA CORDERO, Edad: 1, Pais: Uganda
Nombre: LUIS GERARDO SANDOVAL, Edad: 86, Pais: Ulán Bator
Nombre: EULOGIA MORA, Edad: 93, Pais: Uruguay
Nombre: CLEMENCIA JIMENEZ, Edad: 73, Pais: Uzbekistán
Nombre: ANA VICTORIA MORA, Edad: 10, Pais: Uzbekistán
Nombre: CORALIA ROSA SEQUEIRA, Edad: 1, Pais: Vaduz
Nombre: EDUARDO QUESADA, Edad: 52, Pais: Vaduz
Nombre: ANA MARIA RODRIGUEZ, Edad: 76, Pais: Vaduz
Nombre: JOSE QUIROS, Edad: 96, Pais: Vanuatu
Nombre: VIRGINIA MARIA BEJARANO, Edad: 23, Pais: Vanuatu
Nombre: GERARDO ENRIQUE FERNANDEZ, Edad: 72, Pais: Vanuatu
Nombre: DAISY AVALOS, Edad: 37, Pais: Varsovia
Nombre: MARGARITA CORDOBA, Edad: 16, Pais: Varsovia
Nombre: MERCEDES CASTILLO, Edad: 10, Pais: Vaticano
Nombre: CARMEN MARIA FICKLIN, Edad: 62, Pais: Vaticano
Nombre: MARIO ALFARO, Edad: 30, Pais: Vaticano
Nombre: MARIA TERESA GUERRERO, Edad: 35, Pais: Vaticano
Nombre: TERESA RETANA, Edad: 81, Pais: Venezuela
Nombre: DELFINA CHINCHILLA, Edad: 73, Pais: Venezuela
Nombre: FLORA ROXANA CHACON, Edad: 40, Pais: Venezuela
Nombre: LUZ MARIA MONGE, Edad: 54, Pais: Venezuela
Nombre: LIZANIAS MARTINEZ, Edad: 10, Pais: Venezuela
Nombre: ENILDA GAMBOA, Edad: 40, Pais: Venezuela
Nombre: JOSUE ARTAVIA, Edad: 61, Pais: Victoria
Nombre: TERESITA CHINCHILLA, Edad: 7, Pais: Victoria
Nombre: RIGOBERTO ROJAS, Edad: 16, Pais: Victoria
Nombre: ANA FRANCISCA DELGADO, Edad: 23, Pais: Victoria
Nombre: MARCO ANTONIO AGUILAR, Edad: 73, Pais: Viena
Nombre: MARIA CASCANTE, Edad: 99, Pais: Vientián
Nombre: JORGE ENRIQUE SALAS, Edad: 16, Pais: Vientián
Nombre: ASDRUBAL GERARDO CASTRO, Edad: 95, Pais: Vientián
Nombre: MARIA VIRGINIA NARANJO, Edad: 81, Pais: Vilna
Nombre: ETILMA SOLANO, Edad: 73, Pais: Vilna
Nombre: OLMAN GERARDO NAJAR, Edad: 68, Pais: Vilna
Nombre: LUIS ALBERTO PEREIRA, Edad: 37, Pais: Wallis y Futuna
Nombre: LIGIA MARIA RODRIGUEZ, Edad: 4, Pais: Washington D. C.
Nombre: HERMES MORA, Edad: 26, Pais: Washington D. C.
Nombre: ALEXANDER CUADRA, Edad: 28, Pais: Washington D. C.
Nombre: LUCIA GUEVARA, Edad: 91, Pais: Wellington
Nombre: ESTRELLA MARIN, Edad: 98, Pais: Wellington
Nombre: LUIS ENRIQUE BADILLA, Edad: 79, Pais: Wellington
Nombre: ZARAY VARGAS, Edad: 49, Pais: Yamena
Nombre: CARLOS ALBERTO CALDERON, Edad: 28, Pais: Yamena
Nombre: CECILIA MARIA RUIZ, Edad: 39, Pais: Yamena
Nombre: JOSE LUIS RODRIGUEZ, Edad: 55, Pais: Yamena
Nombre: JULIETA MARIA ALFARO, Edad: 52, Pais: Yamena
Nombre: DORA ELIZABETH GARCIA, Edad: 41, Pais: Yamusukro
Nombre: JUAN ELADIO SALAZAR, Edad: 7, Pais: Yaren
Nombre: ELIAS SALAZAR, Edad: 78, Pais: Yaren
Nombre: JOSE MARIA MONTENEGRO, Edad: 65, Pais: Yaren
Nombre: JUAN BAUTISTA CORDERO, Edad: 69, Pais: Yaundé
Nombre: ROQUE BORBON, Edad: 1, Pais: Yaundé
Nombre: JULIETA ASTORGA, Edad: 43, Pais: Yaundé
Nombre: EMILCE HERNANDEZ, Edad: 43, Pais: Yaundé
Nombre: MAXIMILIANO MENDEZ, Edad: 9, Pais: Yaundé
Nombre: MARTA EMILIA FLORES, Edad: 79, Pais: Yaundé
Nombre: ELIECER CUBILLO, Edad: 68, Pais: Yemen
Nombre: MARCO ANTONIO MOLINA, Edad: 85, Pais: Yibuti
Nombre: VIRMA ESQUIVEL, Edad: 65, Pais: Yibuti
Nombre: CLAUDIO CASTRO, Edad: 9, Pais: Yibuti
Nombre: MIGUEL ANGEL DIAZ, Edad: 68, Pais: Yibuti
Nombre: MIGUEL ANGEL LEITON, Edad: 81, Pais: Yibuti
Nombre: RAFAEL ANGEL ZAMORA, Edad: 14, Pais: Yuba
Nombre: VILMA VARGAS, Edad: 86, Pais: Yuba
Nombre: GERARDO RODRIGUEZ, Edad: 31, Pais: Yuba
Nombre: ROSA MARIA VARGAS, Edad: 80, Pais: Yuba
Nombre: JOSE FERNANDO BARBOZA, Edad: 36, Pais: Yuba
Nombre: CONSUELO MARGARITA AGUERO, Edad: 89, Pais: Zagreb
Nombre: CARLOS GUILLERMO TORRES, Edad: 71, Pais: Zagreb
Nombre: MICAELA AGUILAR, Edad: 63, Pais: Zagreb
Nombre: LIGIA MARIA VAN DER LAAT, Edad: 14, Pais: Zagreb
Nombre: ELIZABETH SANCHEZ, Edad: 28, Pais: Zaire
Nombre: DAISY MONTERO, Edad: 9, Pais: Zambia
Nombre: MARIA CECILIA BEJARANO, Edad: 99, Pais: Zambia
Nombre: NELLY LEIVA, Edad: 81, Pais: Zambia
Nombre: MINOR TELLERIA, Edad: 100, Pais: Zimbabwe
Nombre: DAGOBERTO GUEVARA, Edad: 33, Pais: Ámsterdam
