Tiempo: 0.089000

Nombre: JUAN BAUTISTA QUIROS, Edad: 100, Pais: Abu Dabi
Nombre: FLORY VARGAS, Edad: 28, Pais: Jerusalén
Nombre: MARIA ELENA MARIN, Edad: 73, Pais: Jerusalén
Nombre: ZENEIDA TREJOS, Edad: 15, Pais: Jerusalén
Nombre: JOSE MARIA AGUERO, Edad: 80, Pais: Jerusalén
Nombre: GLADYS MONGE, Edad: 41, Pais: Jerusalén
Nombre: LILLIAM MELENDEZ, Edad: 22, Pais: Jerusalén
Nombre: VIRGINIA ALVAREZ, Edad: 97, Pais: Jerusalén
Nombre: MIGUEL MARIA MURCIA, Edad: 7, Pais: Jerusalén
Nombre: HERMINIA SOLANO, Edad: 4, Pais: Jerusalén
Nombre: WALTER MORA, Edad: 26, Pais: Jerusalén
Nombre: GLORIA DURAN, Edad: 32, Pais: Jerusalén
Nombre: MANUEL CALDERON, Edad: 71, Pais: Jerusalén
Nombre: JORGE ALBERTO GONZALEZ, Edad: 20, Pais: Jerusalén
Nombre: SARA CELIA PICADO, Edad: 6, Pais: Jerusalén
Nombre: MARIA TERESA ZUÑIGA, Edad: 88, Pais: Jerusalén
Nombre: URSULA ANGULO, Edad: 76, Pais: Jerusalén
Nombre: EDUARDO CALDERON, Edad: 22, Pais: Jerusalén
Nombre: LILIA MATA, Edad: 73, Pais: Jerusalén
Nombre: MIGUEL ANGEL MORA, Edad: 5, Pais: Jerusalén
Nombre: LILLY YAMUNI, Edad: 39, Pais: Jerusalén
Nombre: JOSEFA VARGAS, Edad: 52, Pais: Jerusalén
Nombre: MIREYA MURILLO, Edad: 28, Pais: Jerusalén
Nombre: PILAR DE LOS ANGELES CASTELLA, Edad: 15, Pais: Jerusalén
Nombre: MARIA LUISA MORALES, Edad: 63, Pais: Jerusalén
Nombre: CARLOS CORRALES, Edad: 76, Pais: Jerusalén
Nombre: NELLY UMAÑA, Edad: 53, Pais: Jerusalén
Nombre: DORA LINA RODRIGUEZ, Edad: 90, Pais: Jerusalén
Nombre: GUILLERMO TAPIA, Edad: 35, Pais: Jerusalén
Nombre: MARIA CRISTINA ALVARADO, Edad: 13, Pais: Jerusalén
Nombre: MARTA RECIO, Edad: 5, Pais: Jerusalén
Nombre: ISRAEL AGUERO, Edad: 89, Pais: Jerusalén Este
Nombre: DAISY UREÑA, Edad: 84, Pais: Jerusalén Este
Nombre: ANGEL ALVARADO, Edad: 4, Pais: Jerusalén Este
Nombre: RODRIGO VANDER LAAT, Edad: 44, Pais: Jerusalén Este
Nombre: MARIA EUGENIA GUILLIS, Edad: 74, Pais: Jerusalén Este
Nombre: OLMAN CORRALES, Edad: 24, Pais: Jerusalén Este
Nombre: FERNANDO ERNESTO RODRIGUEZ, Edad: 52, Pais: Jerusalén Este
Nombre: FERNANDO ZELEDON, Edad: 30, Pais: Jerusalén Este
Nombre: XINIA WHITE, Edad: 61, Pais: Jerusalén Este
Nombre: DAGOBERTO MARIN, Edad: 15, Pais: Jerusalén Este
Nombre: ALFONSO ALVARADO, Edad: 6, Pais: Jerusalén Este
Nombre: FERNANDO ARTURO SOTO, Edad: 67, Pais: Jerusalén Este
Nombre: EDGAR ZUÑIGA, Edad: 28, Pais: Jerusalén Este
Nombre: RECAREDO MORA, Edad: 91, Pais: Jerusalén Este
Nombre: ADILIA CALVO, Edad: 16, Pais: Jerusalén Este
Nombre: RAMONA SANCHEZ, Edad: 37, Pais: Jerusalén Este
Nombre: ESTRELLA SEGURA, Edad: 96, Pais: Jerusalén Este
Nombre: OLGA MESEN, Edad: 54, Pais: Jerusalén Este
Nombre: MARIA CECILIA ROJAS, Edad: 97, Pais: Jerusalén Este
Nombre: MARIA CECILIA VARGAS, Edad: 89, Pais: Jerusalén Este
Nombre: EDUARDO VARGAS, Edad: 71, Pais: Jerusalén Este
Nombre: FLOR DE MARIA ROMAN, Edad: 27, Pais: Jerusalén Este
Nombre: MARJORIE CORRALES, Edad: 61, Pais: Jerusalén Este
Nombre: IRMA VEGA, Edad: 17, Pais: Jerusalén Este
Nombre: NURY VICTORIA CASTILLO, Edad: 6, Pais: Jerusalén Este
Nombre: RAFAEL ANGEL HERNANDEZ, Edad: 26, Pais: Jerusalén Este
Nombre: RAFAEL ANGEL HERNANDEZ, Edad: 73, Pais: Jerusalén Este
Nombre: WILLIAM SOTO, Edad: 17, Pais: Jerusalén Este
Nombre: CARMEN SOLERA, Edad: 60, Pais: Jerusalén Este
Nombre: JOSE ROGER MADRIZ, Edad: 26, Pais: Jerusalén Este
Nombre: MYRIAM CARVAJAL, Edad: 56, Pais: Jerusalén Este
Nombre: VICTOR MELENDEZ, Edad: 56, Pais: Jerusalén Este
Nombre: SILVINO PEREZ, Edad: 69, Pais: Jerusalén Este
Nombre: ELVA LUZ MORALES, Edad: 86, Pais: Jerusalén Este
Nombre: CLEMENCIA ACUÑA, Edad: 51, Pais: Jerusalén Este
Nombre: MARIA EUGENIA MORALES, Edad: 20, Pais: Jerusalén Este
Nombre: CLAUDIA MARIA CARTIN, Edad: 46, Pais: Jerusalén Este
Nombre: HORMIDAS ABARCA, Edad: 34, Pais: Jerusalén Este
Nombre: VICTOR HUGO SOLANO, Edad: 53, Pais: Jerusalén Este
Nombre: CARLOS JULIO ARAYA, Edad: 23, Pais: Jerusalén Este
Nombre: JOSE ANGEL GONZALEZ, Edad: 23, Pais: Jerusalén Este
Nombre: GUADALUPE BONILLA, Edad: 39, Pais: Jerusalén Este
Nombre: NORA MARIA BARQUERO, Edad: 83, Pais: Jerusalén Este
Nombre: DINORAH VENEGAS, Edad: 59, Pais: Jerusalén Este
Nombre: JOSE ANTONIO MESEN, Edad: 88, Pais: Jerusalén Este
Nombre: JOSE MANUEL SALAZAR, Edad: 36, Pais: Jerusalén Este
Nombre: GLADYS FONSECA, Edad: 27, Pais: Jerusalén Este
Nombre: MARIA FLOR CASTRO, Edad: 92, Pais: Jerusalén Este
Nombre: MAYDA GONZALEZ, Edad: 64, Pais: Jerusalén Este
Nombre: JOSE VICTOR CASCANTE, Edad: 18, Pais: Jerusalén Este
Nombre: SILDA MENDEZ, Edad: 45, Pais: Jerusalén Este
Nombre: LUCRECIA CHAVES, Edad: 74, Pais: Jerusalén Este
Nombre: CARLOS CHAVARRIA, Edad: 22, Pais: Jerusalén Este
Nombre: MARI LILIA MARIN, Edad: 99, Pais: Jerusalén Este
Nombre: ROSA ANGELA LEMAITRE, Edad: 63, Pais: Jerusalén Este
Nombre: ELIZABETH CALVO, Edad: 35, Pais: Jerusalén Este
Nombre: ODALIA MONTERO, Edad: 31, Pais: Jerusalén Este
Nombre: JOSE DOMINGO CAMPOS, Edad: 73, Pais: Jerusalén Este
Nombre: ALFREDO VARGAS, Edad: 8, Pais: Jerusalén Este
Nombre: RAFAELA ESTRELLA GARRO, Edad: 72, Pais: Jerusalén Este
Nombre: ROBERTO JOSE HERNANDEZ, Edad: 18, Pais: Jerusalén Este
Nombre: FRANCISCO BARQUERO, Edad: 83, Pais: Jerusalén Este
Nombre: LOURDES MORA, Edad: 74, Pais: Jerusalén Este
Nombre: SALVADOR HIDALGO, Edad: 54, Pais: Jerusalén Este
Nombre: JOSE ALCIDES CORRALES, Edad: 3, Pais: Jerusalén Este
Nombre: OFELIA MORA, Edad: 3, Pais: Jerusalén Este
Nombre: MARIA DE LOS ANGELES BENAVIDES, Edad: 30, Pais: Jerusalén Este
Nombre: JORGE LUIS SANCHEZ, Edad: 59, Pais: Jerusalén Este
Nombre: JENNY ZULEMA VALLE, Edad: 73, Pais: Jerusalén Este
Nombre: HUMBERTO UMAÑA, Edad: 30, Pais: Jerusalén Este
Nombre: BLANCA NIEVES CECILIANO, Edad: 70, Pais: Jerusalén Este
Nombre: LETICIA ZUÑIGA, Edad: 66, Pais: Jerusalén Este
Nombre: FERNANDO UMAÑA, Edad: 19, Pais: Jerusalén Este
Nombre: FLORA RAMIREZ, Edad: 21, Pais: Jerusalén Este
Nombre: ROSARIO CASTRO, Edad: 52, Pais: Jerusalén Este
Nombre: VITALINA MARTA FERNANDEZ, Edad: 72, Pais: Jerusalén Este
Nombre: ZELMIRA MORALES, Edad: 37, Pais: Jerusalén Este
Nombre: YOLANDA RODRIGUEZ, Edad: 65, Pais: Jerusalén Este
Nombre: JOSE CARMEN CARRANZA, Edad: 99, Pais: Jerusalén Este
Nombre: DANIEL TAPIA, Edad: 64, Pais: Jerusalén Este
Nombre: FERNANDO SABORIO, Edad: 75, Pais: Jerusalén Este
Nombre: CRISTOBAL MORA, Edad: 21, Pais: Jerusalén Este
Nombre: RIGOBERTO MUÑOZ, Edad: 85, Pais: Jerusalén Este
Nombre: ALBA LUZ CALDERON, Edad: 24, Pais: Jerusalén Este
Nombre: CLEMENCIA ELIZONDO, Edad: 21, Pais: Jerusalén Este
Nombre: BELARMINO HIDALGO, Edad: 3, Pais: Jerusalén Este
Nombre: SABINO ZUÑIGA, Edad: 69, Pais: Jerusalén Este
Nombre: AMELIA ELIZABETH CASTRO, Edad: 46, Pais: Jerusalén Este
Nombre: CARMEN CASTRO, Edad: 29, Pais: Jerusalén Este
Nombre: OTONIEL BADILLA, Edad: 72, Pais: Jerusalén Este
Nombre: BERNARDITA JIMENEZ, Edad: 88, Pais: Jerusalén Este
Nombre: BLANCA ROSA PORRAS, Edad: 70, Pais: Jerusalén Este
Nombre: NOEMY ARIAS, Edad: 99, Pais: Jerusalén Este
Nombre: MARIA CRISTINA VARGAS, Edad: 58, Pais: Jerusalén Este
Nombre: ZOILA ROSA OVIEDO, Edad: 30, Pais: Jerusalén Este
Nombre: LUISA ARAYA, Edad: 81, Pais: Jerusalén Este
Nombre: JEREMIAS DURAN, Edad: 42, Pais: Jerusalén Este
Nombre: MARIA DE LOS ANGELES JIMENEZ, Edad: 99, Pais: Jerusalén Este
Nombre: AMPARO CORDOBA, Edad: 84, Pais: Jerusalén Este
Nombre: CONSUELO LOPEZ, Edad: 9, Pais: Jerusalén Este
Nombre: AMADA ROJAS, Edad: 40, Pais: Jerusalén Este
Nombre: CRESCENCIO QUESADA, Edad: 41, Pais: Jerusalén Este
Nombre: ZORAIDA RODRIGUEZ, Edad: 71, Pais: Jerusalén Este
Nombre: CARMEN LEON, Edad: 58, Pais: Jerusalén Este
Nombre: JUAN REYES LEON, Edad: 80, Pais: Jerusalén Este
Nombre: MARIA ODILIA CHAVARRIA, Edad: 33, Pais: Jerusalén Este
Nombre: CLARA MENA, Edad: 23, Pais: Jerusalén Este
Nombre: MANUEL EMILIO JIMENEZ, Edad: 70, Pais: Jordania
Nombre: FLORA PORRAS, Edad: 63, Pais: Jordania
Nombre: OSCAR JIMENEZ, Edad: 62, Pais: Jordania
Nombre: ALVARO LUIS GONZALEZ, Edad: 21, Pais: Jordania
Nombre: IDALY MENDEZ, Edad: 32, Pais: Jordania
Nombre: GLADYS DELGADO, Edad: 53, Pais: Jordania
Nombre: LIGIA MARIA MARIN, Edad: 20, Pais: Jordania
Nombre: SOCORRO SOLANO, Edad: 1, Pais: Jordania
Nombre: MARCO TULIO BARRANTES, Edad: 47, Pais: Jordania
Nombre: JOHNNY ALFARO, Edad: 58, Pais: Jordania
Nombre: MARIA CRISTINA BARQUERO, Edad: 64, Pais: Jordania
Nombre: DIDIER CHAVERRI, Edad: 75, Pais: Jordania
Nombre: JOSE ROBERTO RODRIGUEZ, Edad: 67, Pais: Jordania
Nombre: EDITA ZUÑIGA, Edad: 37, Pais: Jordania
Nombre: DINORAH CASTRO, Edad: 44, Pais: Jordania
Nombre: EDILBURGA CARMIOL, Edad: 63, Pais: Jordania
Nombre: ANA CECILIA AGUILAR, Edad: 32, Pais: Jordania
Nombre: HERMIDA PICADO, Edad: 41, Pais: Jordania
Nombre: JULIO ALBERTO MONGE, Edad: 51, Pais: Jordania
Nombre: JOSE FRANCISCO SOTO, Edad: 31, Pais: Jordania
Nombre: JENARO MORA, Edad: 57, Pais: Jordania
Nombre: MARIA CLEMENCIA BERMUDEZ, Edad: 98, Pais: Jordania
Nombre: FABIO OVIEDO, Edad: 77, Pais: Jordania
Nombre: CLARA BARBOZA, Edad: 83, Pais: Jordania
Nombre: LUZ ALBA ARIAS, Edad: 67, Pais: Jordania
Nombre: MIRIAM VIRGINIA MENDEZ, Edad: 89, Pais: Jordania
Nombre: FRANCISCO BARBOZA, Edad: 73, Pais: Jordania
Nombre: ADELIA VINDAS, Edad: 52, Pais: Jordania
Nombre: CLARA LUZ VALVERDE, Edad: 93, Pais: Jordania
Nombre: CLEMENCIA GARCIA, Edad: 85, Pais: Jordania
Nombre: MIRIAM DORIS IGLESIAS, Edad: 94, Pais: Jordania
Nombre: TERESITA ULLOA, Edad: 44, Pais: Jordania
Nombre: CARLOS LUIS LOPEZ, Edad: 78, Pais: Jordania
Nombre: LIDIA ARAYA, Edad: 85, Pais: Jordania
Nombre: RAFAEL ANGEL RODRIGUEZ, Edad: 72, Pais: Jordania
Nombre: RAFAEL ANGEL SALAS, Edad: 61, Pais: Jordania
Nombre: MARIA EMILCE CORDERO, Edad: 73, Pais: Jordania
Nombre: GLORIA QUIROS, Edad: 3, Pais: Jordania
Nombre: MIREYA SANCHEZ, Edad: 16, Pais: Jordania
Nombre: MARIA JESUS BORBON, Edad: 40, Pais: Jordania
Nombre: MARIA LUISA PORRAS, Edad: 40, Pais: Jordania
Nombre: LILIAM ESTRADA, Edad: 82, Pais: Jordania
Nombre: GONZALO CAMPOS, Edad: 1, Pais: Jordania
Nombre: MARIA CLEMENCIA VALVERDE, Edad: 23, Pais: Jordania
Nombre: GUILLERMO EMILIO RODRIGUEZ, Edad: 93, Pais: Jordania
Nombre: EVANGELINA GRANADOS, Edad: 100, Pais: Jordania
Nombre: VIRGINIA PORRAS, Edad: 14, Pais: Jordania
Nombre: JOSE ANTONIO CASTRO, Edad: 25, Pais: Jordania
Nombre: MIRIAM JUANA FLORES, Edad: 17, Pais: Jordania
Nombre: GAUDENCIO RIVERA, Edad: 93, Pais: Jordania
Nombre: JOSE ANGEL VALVERDE, Edad: 81, Pais: Jordania
Nombre: ADILIA VEGA, Edad: 11, Pais: Jordania
Nombre: ALBA HERRERA, Edad: 29, Pais: Jordania
Nombre: JESUS FRANCISCO CHACON, Edad: 20, Pais: Jordania
Nombre: JOSE ANGEL CANTILLANO, Edad: 61, Pais: Jordania
Nombre: MARIA ELENA MOLINA, Edad: 85, Pais: Jordania
Nombre: ROSALINA QUIROS, Edad: 34, Pais: Jordania
Nombre: MARIA CECILIA SOTO, Edad: 86, Pais: Jordania
Nombre: JAIME NARANJO, Edad: 9, Pais: Jordania
Nombre: MARIA CECILIA CORDERO, Edad: 48, Pais: Jordania
Nombre: BENITA FELICITAS ARIAS, Edad: 16, Pais: Jordania
Nombre: CARMEN MESEN, Edad: 65, Pais: Jordania
Nombre: ELENA CHINCHILLA, Edad: 24, Pais: Jordania
Nombre: BLANCA ROSA CORDERO, Edad: 38, Pais: Jordania
Nombre: BIENVENIDA FONSECA, Edad: 46, Pais: Jordania
Nombre: ELVIRA SOLIS, Edad: 52, Pais: Jordania
Nombre: ANA MENA, Edad: 16, Pais: Jordania
Nombre: TIRZA BUSTAMANTE, Edad: 9, Pais: Jordania
Nombre: LINO AGUERO, Edad: 20, Pais: Jordania
Nombre: LUZ CORDERO, Edad: 10, Pais: Jordania
Nombre: ANTONIO JIMENEZ, Edad: 36, Pais: Jordania
Nombre: JORGE TENORIO, Edad: 36, Pais: Jordania
Nombre: MAURICIO HERNANDEZ, Edad: 53, Pais: Jordania
Nombre: LUZ LOPEZ, Edad: 22, Pais: Jordania
Nombre: CARMEN MURCIA, Edad: 68, Pais: Jordania
Nombre: MARIA TERESA ARAYA, Edad: 35, Pais: Jordania
Nombre: JUAN MUÑOZ, Edad: 15, Pais: Jordania
Nombre: ALEJANDRO GODINEZ, Edad: 75, Pais: Jordania
Nombre: ANA CONSUELO MONTERO, Edad: 45, Pais: Jordania
Nombre: BELEN JIMENEZ, Edad: 15, Pais: Jordania
Nombre: CATALINA SABORIO, Edad: 7, Pais: Jordania
Nombre: DELFIN MONGE, Edad: 40, Pais: Jordania
Nombre: HECTOR LUIS UMAÑA, Edad: 35, Pais: Jordania
Nombre: LUZ GAMBOA, Edad: 80, Pais: Jordania
Nombre: CARMELINA AGUERO, Edad: 73, Pais: Jordania
Nombre: FERNANDO GARCIA, Edad: 12, Pais: Jordania
Nombre: MARIA AUXILIADORA MENDEZ, Edad: 68, Pais: Jordania
Nombre: RAMONA ERNESTINA BLANCO, Edad: 68, Pais: Jordania
Nombre: OSCAR CHINCHILLA, Edad: 91, Pais: Jordania
Nombre: CECILIA ALVARADO, Edad: 86, Pais: Jordania
Nombre: JUAN RAFAEL SANDOVAL, Edad: 80, Pais: Jordania
Nombre: CARMEN CAMACHO, Edad: 23, Pais: Jordania
Nombre: GERARDO UREÑA, Edad: 61, Pais: Jordania
Nombre: JOSEFA MONTERO, Edad: 64, Pais: Jordania
Nombre: NELLY HIDALGO, Edad: 64, Pais: Jordania
Nombre: FLORA HAYDEE HILARION, Edad: 29, Pais: Kabul
Nombre: MIRIAM SLESINSKY, Edad: 13, Pais: Kabul
Nombre: ROSA LILA SOLANO, Edad: 25, Pais: Kabul
Nombre: MAINOR ZUÑIGA, Edad: 96, Pais: Kabul
Nombre: ANGEL RAMON VILLALTA, Edad: 63, Pais: Kabul
Nombre: MANUEL ANTONIO AMADOR, Edad: 50, Pais: Kabul
Nombre: MILTON RODRIGUEZ, Edad: 81, Pais: Kabul
Nombre: BLANCA CAMPOS, Edad: 34, Pais: Kabul
Nombre: ADELA VARGAS, Edad: 62, Pais: Kabul
Nombre: MARIA TERESA ASTORGA, Edad: 25, Pais: Kabul
Nombre: VICTOR VARGAS, Edad: 49, Pais: Kabul
Nombre: ELEUTERIO MORA, Edad: 40, Pais: Kabul
Nombre: ENECINIO VARGAS, Edad: 33, Pais: Kabul
Nombre: ANA MARIA SANDI, Edad: 87, Pais: Kabul
Nombre: CARLOS ALBERTO BOZA, Edad: 82, Pais: Kabul
Nombre: GABELO BARBOZA, Edad: 12, Pais: Kabul
Nombre: MIREYA MORA, Edad: 19, Pais: Kabul
Nombre: LETICIA MARIA ZUÑIGA, Edad: 3, Pais: Kabul
Nombre: GLORIA ESTER MARICHAL, Edad: 65, Pais: Kabul
Nombre: RAMON ZACARIAS PERAZA, Edad: 37, Pais: Kabul
Nombre: MARIA CRISTINA BONILLA, Edad: 50, Pais: Kabul
Nombre: MARIA EUGENIA ROJAS, Edad: 4, Pais: Kabul
Nombre: PORFIRIO MARIN, Edad: 37, Pais: Kabul
Nombre: FABIO OVIEDO, Edad: 90, Pais: Kabul
Nombre: ENRIQUETA CORRALES, Edad: 37, Pais: Kabul
Nombre: MARIA JULIA CARVAJAL, Edad: 1, Pais: Kabul
Nombre: ROSA MARIA RIOS, Edad: 22, Pais: Kabul
Nombre: EVIDELIA ROBLES, Edad: 69, Pais: Kabul
Nombre: DOMINGO MONTERO, Edad: 97, Pais: Kabul
Nombre: GUILLERMO FERNANDEZ, Edad: 18, Pais: Kabul
Nombre: CARLOS ENRIQUE GONZALEZ, Edad: 69, Pais: Kabul
Nombre: FABIO FERNANDEZ, Edad: 10, Pais: Kabul
Nombre: EDUARDO BAUDRIT, Edad: 95, Pais: Kabul
Nombre: BLANCA ROSA ELIZONDO, Edad: 44, Pais: Kabul
Nombre: MARIA ISABEL LORIA, Edad: 86, Pais: Kabul
Nombre: JOSE JOAQUIN CASTRO, Edad: 47, Pais: Kabul
Nombre: FLOR MARIA MORA, Edad: 82, Pais: Kabul
Nombre: JOSE MANUEL LOPEZ, Edad: 53, Pais: Kabul
Nombre: MARCELINA ALVARADO, Edad: 65, Pais: Kabul
Nombre: NELSON GAMBOA, Edad: 6, Pais: Kabul
Nombre: MARIA CECILIA PRADO, Edad: 92, Pais: Kabul
Nombre: ALVARO CANET, Edad: 53, Pais: Kabul
Nombre: VERONICA MARIA BERROCAL, Edad: 5, Pais: Kabul
Nombre: RONALD RAMIREZ, Edad: 32, Pais: Kabul
Nombre: CARLOS HIDALGO, Edad: 56, Pais: Kabul
Nombre: EIDA MADRIGAL, Edad: 47, Pais: Kabul
Nombre: JUSTINIANO RIVERA, Edad: 25, Pais: Kabul
Nombre: ROSA MARIA SOLERA, Edad: 27, Pais: Kabul
Nombre: ROBERTO LEE MAITRE, Edad: 27, Pais: Kabul
Nombre: ESPERANZA MONGE, Edad: 97, Pais: Kabul
Nombre: MARIA CECILIA BRENES, Edad: 74, Pais: Kabul
Nombre: RAFAEL ANGEL ALFARO, Edad: 32, Pais: Kabul
Nombre: ERNESTINA MARIN, Edad: 91, Pais: Kabul
Nombre: BETTY CAMACHO, Edad: 2, Pais: Kabul
Nombre: ELI AQUILES ARIAS, Edad: 11, Pais: Kabul
Nombre: ELENA FLORES, Edad: 50, Pais: Kabul
Nombre: BERNARDITA ALVARADO, Edad: 1, Pais: Kabul
Nombre: MARIA JUDITH CALDERON, Edad: 53, Pais: Kabul
Nombre: EDITH GARCIA, Edad: 95, Pais: Kabul
Nombre: BETTY DEL CARMEN ZUÑIGA, Edad: 72, Pais: Kabul
Nombre: AURELIO VILLALTA, Edad: 59, Pais: Kabul
Nombre: ANA MARIA JIMENEZ, Edad: 93, Pais: Kabul
Nombre: JUVENTINA CHINCHILLA, Edad: 97, Pais: Kabul
Nombre: MARIA FLOR ZUÑIGA, Edad: 46, Pais: Kabul
Nombre: MANUEL CORDERO, Edad: 20, Pais: Kabul
Nombre: ESPERANZA AGUERO, Edad: 59, Pais: Kabul
Nombre: FILADELFO CHAVARRIA, Edad: 4, Pais: Kabul
Nombre: ALVARO BRENES, Edad: 93, Pais: Kabul
Nombre: MARIA MONTERO, Edad: 34, Pais: Kabul
Nombre: MIGUEL SANCHEZ, Edad: 62, Pais: Kabul
Nombre: ROSA CARDENAS, Edad: 7, Pais: Kabul
Nombre: ESPERANZA PALAVICINI, Edad: 25, Pais: Kabul
Nombre: THAIS PERALTA, Edad: 44, Pais: Kabul
Nombre: JOSE ELIECER ZUÑIGA, Edad: 83, Pais: Kampala
Nombre: FERNANDO CHAVES, Edad: 70, Pais: Kampala
Nombre: VILMA GALLARDO, Edad: 67, Pais: Kampala
Nombre: JOSE GILBERTO ALFARO, Edad: 50, Pais: Kampala
Nombre: ANA VICTORIA KNOHR, Edad: 72, Pais: Kampala
Nombre: CLAUDIO MORA, Edad: 1, Pais: Kampala
Nombre: MERCEDES SANCHEZ, Edad: 19, Pais: Kampala
Nombre: FRANCISCO ELPIDIO SANDI, Edad: 18, Pais: Kampala
Nombre: JOSE JOAQUIN FONSECA, Edad: 92, Pais: Kampala
Nombre: JOSE ALBERTO UMAÑA, Edad: 45, Pais: Kampala
Nombre: FLOR DE MARIA GAZEL, Edad: 54, Pais: Kampala
Nombre: SOCORRO ESPINOZA, Edad: 82, Pais: Kampala
Nombre: VICTORIA SEGURA, Edad: 5, Pais: Kampala
Nombre: JOSE ALVARO GARCIA, Edad: 36, Pais: Kampala
Nombre: VIRGINIA AVILA, Edad: 32, Pais: Kampala
Nombre: ALVARO MADRIGAL, Edad: 6, Pais: Kampala
Nombre: MARIA ELENA BRENES, Edad: 21, Pais: Kampala
Nombre: MAGDA GUERRERO, Edad: 12, Pais: Kampala
Nombre: EFRAIN ARRONIS, Edad: 56, Pais: Kampala
Nombre: FERNANDO SABORIO, Edad: 10, Pais: Kampala
Nombre: MARIA ELENA MORALES, Edad: 33, Pais: Kampala
Nombre: NELLY QUIROS, Edad: 50, Pais: Kampala
Nombre: WALTER CASTRO, Edad: 100, Pais: Kampala
Nombre: ARTURO ROJAS, Edad: 61, Pais: Kampala
Nombre: RAMON RAUL CHINCHILLA, Edad: 50, Pais: Kampala
Nombre: JULIAN JIMENEZ, Edad: 94, Pais: Kampala
Nombre: VICTOR UREÑA, Edad: 8, Pais: Kampala
Nombre: GUILLERMO BARBOZA, Edad: 68, Pais: Kampala
Nombre: JOSE MANUEL MUÑOZ, Edad: 19, Pais: Kampala
Nombre: SILVINIA VALVERDE, Edad: 7, Pais: Kampala
Nombre: BENILDA AGUERO, Edad: 33, Pais: Kampala
Nombre: AURA MARIA ARIAS, Edad: 11, Pais: Kampala
Nombre: GILDA QUIROS, Edad: 94, Pais: Kampala
Nombre: MARIANO ROBLES, Edad: 53, Pais: Kampala
Nombre: CECILIA QUIROS, Edad: 57, Pais: Kampala
Nombre: EDGAR DURAN, Edad: 5, Pais: Kampala
Nombre: ENRIQUE ABEL FALLAS, Edad: 52, Pais: Kampala
Nombre: DAISY SALAZAR, Edad: 2, Pais: Kampala
Nombre: BENILDA SALAZAR, Edad: 11, Pais: Kampala
Nombre: MARCO TULIO CHAVES, Edad: 15, Pais: Kampala
Nombre: SERVULO MORALES, Edad: 5, Pais: Kampala
Nombre: JUAN RAFAEL CHINCHILLA, Edad: 31, Pais: Kampala
Nombre: TOBIAS CARVAJAL, Edad: 85, Pais: Kampala
Nombre: CARLOS ALBERTO ALVARADO, Edad: 5, Pais: Kampala
Nombre: ANGELINA JIMENEZ, Edad: 21, Pais: Kampala
Nombre: FELICIA JIMENEZ, Edad: 79, Pais: Kampala
Nombre: JOSE JOAQUIN VARELA, Edad: 37, Pais: Kampala
Nombre: CARMEN BRENES, Edad: 49, Pais: Kampala
Nombre: NELLY MARIN, Edad: 27, Pais: Kampala
Nombre: MARTA EUGENIA ZUÑIGA, Edad: 19, Pais: Kampala
Nombre: MARIA DEL PILAR LEON, Edad: 75, Pais: Kampala
Nombre: LUIS PAULINO CHAVES, Edad: 86, Pais: Kampala
Nombre: FEDERICO GUILLERMO CASTILLO, Edad: 69, Pais: Kampala
Nombre: LUIS CARLOS MIRANDA, Edad: 94, Pais: Kampala
Nombre: MARIA EUGENIA OVIEDO, Edad: 51, Pais: Kampala
Nombre: CLAUDIA MENESES, Edad: 52, Pais: Kampala
Nombre: ANTONIO UREÑA, Edad: 57, Pais: Kampala
Nombre: ROGELIO MONGE, Edad: 67, Pais: Kampala
Nombre: BERNABE PORTILLA, Edad: 85, Pais: Kampala
Nombre: ROBERTO GUILLEN, Edad: 62, Pais: Kampala
Nombre: ROBERTO PRADO, Edad: 6, Pais: Kampala
Nombre: MARIA ADELIA CASTILLO, Edad: 3, Pais: Kampala
Nombre: CRISTINA BARQUERO, Edad: 94, Pais: Kampala
Nombre: JULIETA SANCHEZ, Edad: 79, Pais: Kampala
Nombre: AUDELIA DELGADO, Edad: 96, Pais: Kampala
Nombre: MARTA VALENCIANO, Edad: 82, Pais: Kampala
Nombre: CRISTOBAL LOPEZ, Edad: 90, Pais: Kampala
Nombre: ELENA SEGURA, Edad: 70, Pais: Kampala
Nombre: JUANA CARMEN JIMENEZ, Edad: 40, Pais: Kampala
Nombre: LILLIAM JIMENEZ, Edad: 4, Pais: Katmandú
Nombre: GLADYS MONGE, Edad: 10, Pais: Katmandú
Nombre: FLOR MORA, Edad: 4, Pais: Katmandú
Nombre: OLGA MARTA QUESADA, Edad: 35, Pais: Katmandú
Nombre: MARIA CLEMENCIA MADRIGAL, Edad: 77, Pais: Katmandú
Nombre: ALFONSO MORA, Edad: 39, Pais: Katmandú
Nombre: RODRIGO VANDER LAAT, Edad: 45, Pais: Katmandú
Nombre: JORGE ESQUIVEL, Edad: 42, Pais: Katmandú
Nombre: FLORENCIO MADRIGAL, Edad: 88, Pais: Katmandú
Nombre: FLOR MARIA MORA, Edad: 62, Pais: Katmandú
Nombre: FERNANDO ZELEDON, Edad: 41, Pais: Katmandú
Nombre: URBANO VEGA, Edad: 100, Pais: Katmandú
Nombre: ANGEL MARIA BLANCO, Edad: 71, Pais: Katmandú
Nombre: GERMAN MORA, Edad: 64, Pais: Katmandú
