Tiempo: 0.000309

Nombre: MARIA DE LOS ANGELES VALERIO, Edad: 1, Pais: Norfolk Island
Nombre: GERARDO FALLAS, Edad: 77, Pais: Armenia
Nombre: GERARDO MADRIGAL, Edad: 77, Pais: Islas Virgenes Británicas
Nombre: HAYDEE ARIAS, Edad: 77, Pais: Territorio Británico del Océano Indico
Nombre: ELIZABETH SALAZAR, Edad: 77, Pais: Timor Oriental
Nombre: MANUEL ACOSTA, Edad: 77, Pais: San Vincente y Granadinas
Nombre: URIEL FALLAS, Edad: 77, Pais: Guinea Bissau
Nombre: LUCIA MARIN, Edad: 77, Pais: Nasáu
Nombre: RAFAEL ANGEL ARROYO, Edad: 77, Pais: Riad
Nombre: MANUEL DOLORES AGUILAR, Edad: 77, Pais: Yaren
Nombre: MARTA EUGENIA FONSECA, Edad: 78, Pais: Alemania
Nombre: WILLIAM CHAVARRIA, Edad: 78, Pais: Jerusalén Este
Nombre: ANA ISABEL ARGUELLO, Edad: 78, Pais: Taipéi
Nombre: JOSE ANGEL GARRO, Edad: 78, Pais: Omán
Nombre: RAMIRO ABARCA, Edad: 78, Pais: Turquía
Nombre: ANA ISABEL CARVAJAL, Edad: 78, Pais: Podgorica
Nombre: ELIECER MORA, Edad: 78, Pais: Daca
Nombre: ELIECER MARIN, Edad: 78, Pais: Lusaka
Nombre: SARA CHINCHILLA, Edad: 78, Pais: Sri Lanka
Nombre: FLORY EMILIA FONSECA, Edad: 78, Pais: San Pedro y Miquelón
Nombre: MARIA LUZ FIGUEREDO, Edad: 78, Pais: Kabul
Nombre: MARIA TERESA MORALES, Edad: 78, Pais: Malawi
Nombre: AMPARO ARAGONES, Edad: 78, Pais: Pretoria
Nombre: VERANIEVES VARGAS, Edad: 79, Pais: República Dominicana
Nombre: GERARDO SOLIS, Edad: 79, Pais: Guatemala
Nombre: VILMA VALVERDE, Edad: 79, Pais: Gabón
Nombre: AUGUSTO CESAR PIEDRA, Edad: 79, Pais: Somalia
Nombre: SILVIA SEGURA, Edad: 79, Pais: Palestina
Nombre: RAMON JESUS CALDERON, Edad: 79, Pais: Nigeria
Nombre: EMILCE MURILLO, Edad: 79, Pais: Guernsey
Nombre: HORTENSIA CHINCHILLA, Edad: 79, Pais: Thimphu
Nombre: CRISTOBAL GERARDO JIMENEZ, Edad: 80, Pais: Yuba
Nombre: EMILCE ELIZONDO, Edad: 80, Pais: Rusia
Nombre: MIGUEL ANGEL AGUILAR, Edad: 80, Pais: Yaren
Nombre: EDWIN MONTOYA, Edad: 80, Pais: Timor Oriental
Nombre: DAVID MADRIGAL, Edad: 80, Pais: Maseru
Nombre: TITO BLANCO, Edad: 80, Pais: Archipiélago de Svalbard
Nombre: REGINA MARIA CHAVES, Edad: 80, Pais: Isla Bouvet
Nombre: LUCILA JIMENEZ, Edad: 80, Pais: Islas Turcas y Caicos
Nombre: VIRGINIA VILLALOBOS, Edad: 80, Pais: Libia
Nombre: MARIA EUGENIA CORDERO, Edad: 80, Pais: Colombia
Nombre: ODILI MONTOYA, Edad: 80, Pais: Copenhague
Nombre: MARIA TERESA MENA, Edad: 81, Pais: Guinea Bissau
Nombre: AVELINO GUILLERMO SANDI, Edad: 81, Pais: Yemen
Nombre: VICTOR HERNAN VILLALOBOS, Edad: 81, Pais: Port Vila
Nombre: CLARISA CASTRO, Edad: 81, Pais: Niger
Nombre: ANTONIO GONZALEZ, Edad: 81, Pais: Qatar
Nombre: RECAREDO BERMUDEZ, Edad: 81, Pais: Yakarta
Nombre: JOSE ANTONIO BONILLA, Edad: 81, Pais: Lilongüe
Nombre: DELFIN MURILLO, Edad: 81, Pais: Etiopía
Nombre: WALTER FERNANDO ROMERO, Edad: 82, Pais: Irán
Nombre: JOSE ARAYA, Edad: 82, Pais: Federación Rusa
Nombre: GONZALO BADILLA, Edad: 82, Pais: Benín
Nombre: HECTOR MANUEL SANDI, Edad: 82, Pais: Puerto Moresby
Nombre: LETICIA FALLAS, Edad: 82, Pais: Dublín
Nombre: LIGIA ISABEL CARVAJAL, Edad: 82, Pais: Kirguistán
Nombre: MARIA VITALINA SERRANO, Edad: 82, Pais: Hong Kong
Nombre: FLORY ROJAS, Edad: 82, Pais: Guatemala
Nombre: MIGUEL VALVERDE, Edad: 82, Pais: Yamena
Nombre: MISAEL UREÑA, Edad: 83, Pais: Brasilia
Nombre: CLAUDIA BADILLA, Edad: 83, Pais: Zaire
Nombre: RODRIGO GRANADOS, Edad: 83, Pais: Kuala Lumpur
Nombre: MARIA DE LOS ANGELES RIVERA, Edad: 83, Pais: Vanuatu
Nombre: MANUEL ANTONIO MARIN, Edad: 83, Pais: Surinam
Nombre: ALVARO ENRIQUE PORRAS, Edad: 84, Pais: Belgrado
Nombre: ELIETTE MONTES, Edad: 84, Pais: Nuakchot
Nombre: RODRIGO GERARDO CAMBRONERO, Edad: 84, Pais: Nueva Delhi
Nombre: ANA CECILIA AGUILAR, Edad: 84, Pais: Etiopía
Nombre: NORA CECILIA FLORES, Edad: 84, Pais: Islas Cocos
Nombre: ENRIQUETA PORRAS, Edad: 84, Pais: Senegal
Nombre: ROGELIO VALVERDE, Edad: 84, Pais: Dominica
Nombre: FRANCISCO CORDERO, Edad: 84, Pais: Bangui
Nombre: EULALIA OBANDO, Edad: 85, Pais: El Cairo
Nombre: MARIA CRISTINA BARQUERO, Edad: 85, Pais: Kuwait City
Nombre: MARIA HERMINIA CORDOBA, Edad: 85, Pais: Praga
Nombre: SANDRA PINEDA, Edad: 85, Pais: Moscú
Nombre: LIGIA MARIA MERINO, Edad: 85, Pais: Saint John
Nombre: JOSE UMAÑA, Edad: 85, Pais: Guyana
Nombre: VICTOR MANUEL SIMON, Edad: 85, Pais: Camboya
Nombre: BLANCA IRIS SANCHEZ, Edad: 85, Pais: Santa Lucía
Nombre: ROXANA LEON PAEZ, Edad: 85, Pais: Vilna
Nombre: JUSTA MARTA VAUGHAN, Edad: 85, Pais: Ecuador
Nombre: MARIA DEL CARMEN ZUÑIGA, Edad: 85, Pais: Siria
Nombre: PEDRO VARGAS, Edad: 86, Pais: Minsk
Nombre: RAFAEL ANGEL MORA, Edad: 86, Pais: Tíbet
Nombre: JOSE ALBERTO CERDAS, Edad: 86, Pais: Gibraltar
Nombre: BIENVENIDA FLORES, Edad: 86, Pais: Yibuti
Nombre: VENANCIO ROJAS, Edad: 86, Pais: Filipinas
Nombre: RAFAEL HIDALGO, Edad: 86, Pais: Camerún
Nombre: DANIEL ENRIQUE BARBOZA, Edad: 86, Pais: Roseau
Nombre: ANA CECILIA CARVAJAL, Edad: 86, Pais: Norfolk Island
Nombre: JOSE MANUEL CHAVES, Edad: 86, Pais: Libia
Nombre: MARIA EVELIA GAMBOA, Edad: 86, Pais: Thimphu
Nombre: JORGE ARTURO BARBOZA, Edad: 87, Pais: Puerto Rico
Nombre: NOIDY MARIA GARBANZO, Edad: 87, Pais: Timor Oriental
Nombre: ANA LIA VALVERDE, Edad: 87, Pais: Hong Kong
Nombre: OLGA BUSTAMANTE, Edad: 87, Pais: Tegucigalpa
Nombre: SONIA MARIA SOTO, Edad: 87, Pais: Kuwait
Nombre: EDGAR EDUARDO ALVARADO, Edad: 87, Pais: Asmara
Nombre: ALCIDES SANCHEZ, Edad: 87, Pais: Majuro
Nombre: GUILLERMO SOTO, Edad: 87, Pais: Saint George
Nombre: ELIZABETH GONZALEZ, Edad: 87, Pais: Alemania
Nombre: GILBERTO MATA, Edad: 87, Pais: Montevideo
Nombre: LEILA SOLIS, Edad: 87, Pais: Minsk
Nombre: MARGARITA VIRGINIA RODRIGUEZ, Edad: 87, Pais: Bridgetown
Nombre: SONIA MARIA PORTILLA, Edad: 88, Pais: Seúl
Nombre: CARLOS BLANCO, Edad: 88, Pais: Isla Bouvet
Nombre: MARIA DE LOS ANGELES QUIROS, Edad: 88, Pais: Ciudad del Vaticano
Nombre: ROSAMILA CHACON, Edad: 88, Pais: Sofía
Nombre: ELIDA CHAVES, Edad: 88, Pais: Eslovenia
Nombre: TERESITA BARAHONA, Edad: 88, Pais: Vietnam
Nombre: ADILIA VARGAS, Edad: 89, Pais: República Dominicana
Nombre: IDALIE DURAN, Edad: 89, Pais: España
Nombre: MARIA CECILIA VARGAS, Edad: 89, Pais: San Pedro y Miquelón
Nombre: SALVADOR MONTANARO, Edad: 89, Pais: Bagdad
Nombre: MARIA EUGENIA GUTIERREZ, Edad: 89, Pais: Turkmenistan
Nombre: ANA LIA FALLAS, Edad: 89, Pais: Berlín
Nombre: MARIA ELENA MOLINA, Edad: 89, Pais: Kingstown
Nombre: VIDAL GRANADOS, Edad: 89, Pais: Moroni
Nombre: ISABEL MENDEZ, Edad: 89, Pais: Malé
Nombre: JOSE ROBERTO FALLAS, Edad: 90, Pais: Conakri
Nombre: BLANCA IRIS JIMENEZ, Edad: 90, Pais: Castries
Nombre: MARCOS CORRALES, Edad: 90, Pais: Gran Bretaña
Nombre: GUILLERMO MONGE, Edad: 90, Pais: El Cairo
Nombre: JOSE ENRIQUE VARELA, Edad: 90, Pais: Chisináu
Nombre: OLGA MARTA HERRERA, Edad: 90, Pais: Eslovenia
Nombre: GERARDO QUIROS, Edad: 90, Pais: Kiribati
Nombre: VICTOR MANUEL CASTRO, Edad: 90, Pais: Andorra la Vieja
Nombre: AMALIA MACAYA, Edad: 90, Pais: Isla De Navidad
Nombre: ESTELA JIMENEZ, Edad: 90, Pais: Lima
Nombre: FLOR MARIA DURAN, Edad: 90, Pais: Kazajstán
Nombre: CARLOS LUIS QUESADA, Edad: 90, Pais: Etiopía
Nombre: JORGE ARTURO SOBRADO, Edad: 90, Pais: Monrovia
Nombre: RAFAEL CALDERON, Edad: 91, Pais: La Habana
Nombre: LUZ MARINA CORDERO, Edad: 91, Pais: Grecia
Nombre: MARIO ALVAREZ, Edad: 91, Pais: Basseterre
Nombre: JORGE EDUARDO ZUÑIGA, Edad: 91, Pais: Seychelles
Nombre: HERBERTH ENRIQUE MARTINEZ, Edad: 91, Pais: Harare
Nombre: MARCO AURELIO FERNANDEZ, Edad: 91, Pais: Brasilia
Nombre: MARTA EUGENIA CRUZ, Edad: 91, Pais: Madrid
Nombre: VILMA LEDA ROLDAN, Edad: 91, Pais: Beirut
Nombre: ENRIQUE VILLALOBOS, Edad: 91, Pais: Corea del Sur
Nombre: MARIA LUISA GUADAMUZ, Edad: 91, Pais: Wallis y Futuna
Nombre: HELIA VALVERDE, Edad: 91, Pais: La Valeta
Nombre: HECTOR SOLANO, Edad: 91, Pais: Montevideo
Nombre: CLAUDIA ARIAS, Edad: 91, Pais: Daca
Nombre: MARIA ANTONIA SALMERON, Edad: 92, Pais: Victoria
Nombre: RICARDO ARTURO CHAVARRIA, Edad: 92, Pais: Vilna
Nombre: DAGOBERTO GARRO, Edad: 92, Pais: Sri Jayawardenapura Kotte
Nombre: ALVARO ULLOA, Edad: 92, Pais: San José
Nombre: BERLIN RUIZ, Edad: 92, Pais: Yuba
Nombre: LUCIA BARBOZA, Edad: 92, Pais: Port Louis
Nombre: OLGA MARTA GUTIERREZ, Edad: 93, Pais: Santo Tomé
Nombre: JULIO ANTONIO DIAZ, Edad: 93, Pais: Apia
Nombre: JOSE JOAQUIN ARTAVIA, Edad: 93, Pais: República Checa
Nombre: RAFAEL ESPINOZA, Edad: 93, Pais: Madrid
Nombre: ELIZABETH RAMIREZ, Edad: 93, Pais: Isla Ascension
Nombre: JEANETTE FALLAS, Edad: 93, Pais: Gaborone
Nombre: ANTONIO MARIA UREÑA, Edad: 93, Pais: Serbia
Nombre: MARIA SANCHEZ, Edad: 93, Pais: Bélgica
Nombre: AMABLE NAVARRO, Edad: 93, Pais: Lesotho
Nombre: GERARDINA MORA, Edad: 94, Pais: Belice
Nombre: HERNAN ABARCA, Edad: 94, Pais: Mauritania
Nombre: FLOR CARMEN MADRIGAL, Edad: 94, Pais: España
Nombre: VERA VIOLETA RODRIGUEZ, Edad: 94, Pais: Kingston
Nombre: WILLIAM SOLIS, Edad: 94, Pais: Londres
Nombre: FANNY PEREZ, Edad: 94, Pais: Israel
Nombre: DIGNA MARTA RODRIGUEZ, Edad: 94, Pais: Kampala
Nombre: ELIDES ZAMORA, Edad: 94, Pais: Líbano
Nombre: MARIA ELENA HERNANDEZ, Edad: 94, Pais: Jartum
Nombre: EDUVIGES OROZCO, Edad: 94, Pais: Bridgetown
Nombre: CARLOS HUMBERTO SEVILLA, Edad: 94, Pais: Gibraltar
Nombre: CARLOS EDUARDO CABEZAS, Edad: 94, Pais: Mascate
Nombre: JOSE DIAZ, Edad: 94, Pais: Tegucigalpa
Nombre: RAFAEL ANGEL ABARCA, Edad: 94, Pais: Isla Jan Mayen
Nombre: MARIA ANTONIA ROJAS, Edad: 94, Pais: Vilna
Nombre: REINALDO BLANCO, Edad: 95, Pais: Doha
Nombre: MARIA ESTER SANCHEZ, Edad: 95, Pais: República Democrática del Congo
Nombre: RAMONA SUSANA BERMUDEZ, Edad: 95, Pais: Venezuela
Nombre: VICTORINO ARAYA, Edad: 95, Pais: Canadá
Nombre: MARIANA SALAZAR, Edad: 95, Pais: Swazilandia
Nombre: CARMEN VINDAS, Edad: 95, Pais: Puerto Rico
Nombre: MARIA DE LOS ANGELES MONGE, Edad: 96, Pais: Kampala
Nombre: ANA ISABEL TORRES, Edad: 96, Pais: Sofía
Nombre: CARLOS GUZMAN, Edad: 96, Pais: Bolivia
Nombre: ANA VIRGINIA CARTIN, Edad: 96, Pais: Brasil
Nombre: MANUEL SOLANO, Edad: 96, Pais: Bogotá
Nombre: LILIETH NAVARRO, Edad: 96, Pais: Praia
Nombre: DANILO ELIZONDO, Edad: 96, Pais: Port Louis
Nombre: RAMON VINDAS, Edad: 96, Pais: Islas Marshall
Nombre: JUAN MURILLO, Edad: 96, Pais: Filipinas
Nombre: MARGARITA GAMBOA, Edad: 96, Pais: Djibouti
Nombre: VIRGINIA AZUOLA, Edad: 97, Pais: Reino Unido
Nombre: JOSE MIGUEL FONSECA, Edad: 97, Pais: Finlandia
Nombre: DANILO SIBAJA, Edad: 97, Pais: Australia
Nombre: RAMON WILLIAM ROJAS, Edad: 97, Pais: Atenas
Nombre: GERMAN ABARCA, Edad: 97, Pais: Islandia
Nombre: MARIA AUXILIO MASIS, Edad: 97, Pais: Guyana
Nombre: GERARDO QUIROS, Edad: 97, Pais: Budapest
Nombre: JUAN BAUTISTA CASCANTE, Edad: 97, Pais: Islas de Heard y McDonald
Nombre: AIDA MORA, Edad: 97, Pais: Nauru
Nombre: GLORIA NARANJO, Edad: 97, Pais: Taipéi
Nombre: WILLIAM GERARDO SANCHEZ, Edad: 98, Pais: Azerbaiyán
Nombre: LIGIA LUCIA SOLIS, Edad: 98, Pais: Maldivas
Nombre: FRANKLIN BOLIVAR RODRIGUEZ, Edad: 98, Pais: Zaire
Nombre: BERNARDITA HERNANDEZ, Edad: 98, Pais: Santa Lucía
Nombre: QUIRICO CESPEDES, Edad: 98, Pais: Islas Marshall
Nombre: OLGA MARTA MARIN, Edad: 98, Pais: Mbabane
Nombre: FRANCISCO OVIEDO, Edad: 98, Pais: Tíbet
Nombre: DAISY PRADO, Edad: 98, Pais: Corea del Norte
Nombre: FLOR MARIA PORRAS, Edad: 98, Pais: Abu Dabi
Nombre: ROSA MADRIGAL, Edad: 98, Pais: San Vincente y Granadinas
Nombre: MARIA TERESA ORTIZ, Edad: 98, Pais: Melekeok
Nombre: BELEIDA ROJAS, Edad: 98, Pais: Moldavia
Nombre: MARIA CECILIA FALLAS, Edad: 99, Pais: Hanói
Nombre: MARIA CRISTINA FALLAS, Edad: 99, Pais: Francia
Nombre: GUILLERMINA PEREZ, Edad: 99, Pais: Seúl
Nombre: OLGA MARTA ROJAS, Edad: 99, Pais: Yuba
Nombre: MANUEL MORA, Edad: 99, Pais: Canberra
Nombre: ROSA VIRGINIA SANCHEZ, Edad: 99, Pais: Aruba
Nombre: ANA MARIA MARIN, Edad: 100, Pais: La Valeta
Nombre: DEYANIRA ALPIZAR, Edad: 100, Pais: Fidji
Nombre: VIRGINIA HIDALGO, Edad: 100, Pais: Port Vila
Nombre: CARLOS HERNAN ZUÑIGA, Edad: 100, Pais: Pekín
Nombre: GERARDO ENRIQUE ALVAREZ, Edad: 100, Pais: Islas Cocos
Nombre: ANALIBE ROMERO, Edad: 100, Pais: Túnez
Nombre: JOSE ALPIZAR, Edad: 100, Pais: Surinam
Nombre: FEDERICO ALBERTO ARAGON, Edad: 100, Pais: Arabia Saudita
Nombre: ANA MIRIAM MATAMOROS, Edad: 100, Pais: París
Nombre: RAMON CORRALES, Edad: 100, Pais: Beirut
Nombre: GERARDINA PICADO, Edad: 100, Pais: Bangkok
Nombre: BIENVENIDO ROJAS, Edad: 100, Pais: Gabón
Nombre: RAMIRO BENAVIDES, Edad: 100, Pais: Wallis y Futuna
Nombre: EVELIO AGUERO, Edad: 100, Pais: Isla Jan Mayen
