Nombre: CARMEN CORRALES, Edad: 2, Pais: Riad
Nombre: ANA ISABEL CUBILLO, Edad: 11, Pais: Kuala Lumpur
Nombre: ROSIBEL SOLIS, Edad: 2, Pais: Seúl
Nombre: RAFAEL ANGEL SOTO, Edad: 63, Pais: Berna
Nombre: RAFAEL ANGEL SOTO, Edad: 100, Pais: Arabia Saudita
Nombre: RAFAEL ANGEL SOTO, Edad: 2, Pais: Nepal
Nombre: CARMEN MARIA ZAMORA, Edad: 6, Pais: Santo Domingo
Nombre: MARBI ALVAREZ, Edad: 8, Pais: Luxemburgo
Nombre: MARBI ALVAREZ, Edad: 68, Pais: Austria
Nombre: MARBI ALVAREZ, Edad: 16, Pais: Swazilandia
Nombre: RODOLFO JOSE GUARDIA, Edad: 7, Pais: Isla De Navidad
Nombre: NOEMY VALVERDE, Edad: 46, Pais: Varsovia
Nombre: NOEMY VALVERDE, Edad: 11, Pais: Banjul
Nombre: NOEMY VALVERDE, Edad: 49, Pais: Lesotho
Nombre: NOEMY VALVERDE, Edad: 59, Pais: Togo
Nombre: NOEMY VALVERDE, Edad: 72, Pais: Trípoli
Nombre: AIDEE PICADO, Edad: 70, Pais: Accra
Nombre: AIDEE PICADO, Edad: 99, Pais: Uzbekistán
Nombre: OMAR ISIDRO DIAZ, Edad: 3, Pais: Lituania
Nombre: MANUEL MENESES, Edad: 62, Pais: Ottawa
Nombre: MANUEL MENESES, Edad: 93, Pais: Eslovenia
Nombre: MARGARITA MENESES, Edad: 9, Pais: Isla Ascension
Nombre: MARGARITA MENESES, Edad: 5, Pais: Túnez
Nombre: FLORA ISABEL SAENZ, Edad: 28, Pais: Argelia
Nombre: FLORA ISABEL SAENZ, Edad: 55, Pais: Canadá
Nombre: FLORA ISABEL SAENZ, Edad: 5, Pais: Lima
Nombre: TERESA JIMENEZ, Edad: 19, Pais: Brasilia
Nombre: ISABEL MONTERO, Edad: 8, Pais: Gabón
Nombre: ADA GUILLEN, Edad: 72, Pais: República del Congo
Nombre: ADA GUILLEN, Edad: 58, Pais: Angola
Nombre: ELVIA MONTERO, Edad: 49, Pais: Túnez
Nombre: ELVIA MONTERO, Edad: 41, Pais: Aruba
Nombre: HERNAN DELGADO, Edad: 12, Pais: Port Louis
Nombre: JOSE MANUEL SALAZAR, Edad: 46, Pais: Vaduz
Nombre: JOSE MANUEL SALAZAR, Edad: 71, Pais: Australia
Nombre: DEYANIRA MUÑOZ, Edad: 48, Pais: Mogadiscio
Nombre: CARLOS CHAVARRIA, Edad: 25, Pais: Bangladesh
Nombre: CARLOS CHAVARRIA, Edad: 21, Pais: Santiago
Nombre: LIDIETT GOMEZ, Edad: 53, Pais: Saná
Nombre: EMILCE DEL CARMEN UMAÑA, Edad: 3, Pais: Finlandia
Nombre: HILDA MORA, Edad: 85, Pais: Taskent
Nombre: ORMAN SANCHEZ, Edad: 12, Pais: Luxemburgo
Nombre: MIGUEL ANGEL LOBO, Edad: 38, Pais: Rumanía
Nombre: MIGUEL ANGEL LOBO, Edad: 65, Pais: Guatemala
Nombre: MIGUEL ANGEL LOBO, Edad: 81, Pais: Majuro
Nombre: MIGUEL ANGEL LOBO, Edad: 59, Pais: Bisáu
Nombre: MARCO ANTONIO RODRIGUEZ, Edad: 49, Pais: Zambia
Nombre: MARCO ANTONIO RODRIGUEZ, Edad: 11, Pais: Guadalupe
Nombre: MARCO ANTONIO RODRIGUEZ, Edad: 83, Pais: Estocolmo
Nombre: MIGUEL ANGEL CHINCHILLA, Edad: 80, Pais: Dili
Nombre: FRANCISCO BERNARDO SANCHEZ, Edad: 74, Pais: Japón
Nombre: FRANCISCO BERNARDO SANCHEZ, Edad: 62, Pais: Suiza
Nombre: SALOMON AGUILAR, Edad: 81, Pais: Oslo
Nombre: DOMINGO CHACON, Edad: 81, Pais: Tarawa
Nombre: NIEVES PIEDRA, Edad: 22, Pais: Islas Virgenes Americanas
Nombre: CARLOS LUIS MORA, Edad: 42, Pais: Chisináu
Nombre: MARIA FRANCISCA FALLAS, Edad: 93, Pais: Libia
Nombre: MARIA FRANCISCA FALLAS, Edad: 98, Pais: Swazilandia
Nombre: EMERITA MARIN, Edad: 95, Pais: Nukualofa
Nombre: HAYDEE ROBLES, Edad: 21, Pais: Mozambique
Nombre: HAYDEE ROBLES, Edad: 15, Pais: Puerto Moresby
Nombre: EMILCE VENEGAS, Edad: 21, Pais: Mauritania
Nombre: EMILCE VENEGAS, Edad: 50, Pais: Chisináu
Nombre: EMILCE VENEGAS, Edad: 70, Pais: Kiev
Nombre: VICENTE SANCHEZ, Edad: 25, Pais: Eritrea
Nombre: VICENTE SANCHEZ, Edad: 96, Pais: Martinica
Nombre: DOLORES JIMENEZ, Edad: 81, Pais: Yamena
Nombre: DOLORES JIMENEZ, Edad: 3, Pais: Gibraltar
Nombre: DOLORES JIMENEZ, Edad: 66, Pais: Niger
Nombre: MARGARITA AGUILAR, Edad: 14, Pais: Banjul
Nombre: MARIA DE LOS ANGELES CAMPOS, Edad: 84, Pais: Damasco
Nombre: JUANA MORA, Edad: 12, Pais: Wellington
Nombre: JUANA MARIA SANCHEZ, Edad: 94, Pais: Lusaka
Nombre: JOSE MARIA DELGADO, Edad: 98, Pais: Eslovenia
Nombre: ROXANA DOMINGUEZ, Edad: 28, Pais: Eslovaquia
Nombre: ROXANA DOMINGUEZ, Edad: 37, Pais: Asunción
Nombre: CARLOTA EMILIA GARRO, Edad: 96, Pais: Bangui
Nombre: CARLOTA EMILIA GARRO, Edad: 51, Pais: Antillas Holandesas
Nombre: CARLOTA EMILIA GARRO, Edad: 3, Pais: Suecia
Nombre: CARLOTA EMILIA GARRO, Edad: 68, Pais: Mauricio
Nombre: GUIDO UGALDE, Edad: 29, Pais: Letonia
Nombre: XINIA LEMAIRE, Edad: 35, Pais: Islamabad
Nombre: XINIA LEMAIRE, Edad: 26, Pais: Libreville
Nombre: XINIA LEMAIRE, Edad: 60, Pais: Kingston
Nombre: DINA ROMERO, Edad: 90, Pais: Irlanda
Nombre: DINA ROMERO, Edad: 48, Pais: Guinea Ecuatorial
Nombre: FRANKLIN SEQUEIRA, Edad: 80, Pais: Ottawa
Nombre: ROXANA MONTERO, Edad: 71, Pais: Luxemburgo
Nombre: LIDIETTE BERNARDA ALFARO, Edad: 54, Pais: Canadá
Nombre: LIDIETTE BERNARDA ALFARO, Edad: 89, Pais: Granada
Nombre: ARNOLDO LIZANO, Edad: 4, Pais: Argentina
Nombre: ARNOLDO LIZANO, Edad: 65, Pais: Sarajevo
Nombre: JOSE GUILLERMO MENESES, Edad: 34, Pais: Dakar
Nombre: JOSE GUILLERMO MENESES, Edad: 98, Pais: Gran Bretaña
Nombre: JOSE GUILLERMO MENESES, Edad: 66, Pais: Macedonia del Norte
Nombre: EDWIN VILLALOBOS, Edad: 2, Pais: Isla Man
Nombre: ALVARO ROMERO, Edad: 3, Pais: Manila
Nombre: ALVARO ROMERO, Edad: 76, Pais: Guatemala
Nombre: BENIGNA RAMIREZ, Edad: 42, Pais: Armenia
Nombre: BENIGNA RAMIREZ, Edad: 12, Pais: Londres
Nombre: JOSE MARIA VARGAS, Edad: 23, Pais: Polinesia Francesa
Nombre: JOSE MARIA VARGAS, Edad: 82, Pais: Swazilandia
Nombre: DAGOBERTO CESPEDES, Edad: 8, Pais: Roma
Nombre: MIGUEL ANGEL VALVERDE, Edad: 99, Pais: Paraguay
Nombre: SECUNDINA LEON, Edad: 24, Pais: Sáhara Occidental
Nombre: SECUNDINA LEON, Edad: 87, Pais: Asunción
Nombre: SECUNDINA LEON, Edad: 87, Pais: República Centroafricana
Nombre: ROBERTO DIAZ, Edad: 44, Pais: Wallis y Futuna
Nombre: CLAUDINA SEGURA, Edad: 83, Pais: Singapur
Nombre: CLAUDINA SEGURA, Edad: 49, Pais: Hanói
Nombre: ELIECER ROMERO, Edad: 90, Pais: Dublín
Nombre: ROSA MARIA ZUÑIGA, Edad: 3, Pais: Naipyidó
Nombre: ROSA MARIA ZUÑIGA, Edad: 35, Pais: Uzbekistán
Nombre: ERMINIA MARIA ALVARADO, Edad: 72, Pais: Hong Kong
Nombre: ERMINIA MARIA ALVARADO, Edad: 94, Pais: Bratislava
Nombre: SAMUEL RAMOS, Edad: 28, Pais: Taiwan
Nombre: SAMUEL RAMOS, Edad: 44, Pais: Liberia
Nombre: FLORIBET HERNANDEZ, Edad: 29, Pais: Serbia
Nombre: JOSE MANUEL ARAYA, Edad: 10, Pais: Brunei Darussalam
Nombre: MARCOS CAMPOS, Edad: 1, Pais: Guatemala
Nombre: MARCOS CAMPOS, Edad: 32, Pais: Singapur
Nombre: ELIECER ALTAMIRANO, Edad: 15, Pais: Islas Virgenes Americanas
Nombre: ELIECER ALTAMIRANO, Edad: 9, Pais: Andorra
Nombre: ALBINA CRISTINA CHANTO, Edad: 7, Pais: Angola
Nombre: ALBINA CRISTINA CHANTO, Edad: 17, Pais: Kingston
Nombre: ALBINA CRISTINA CHANTO, Edad: 37, Pais: Ghana
Nombre: ALBINA CRISTINA CHANTO, Edad: 27, Pais: Marianas del Nort
Nombre: MARIO CALDERON, Edad: 85, Pais: Taskent
Nombre: MARIO CALDERON, Edad: 65, Pais: Podgorica
Nombre: RUBEN ZAMORA, Edad: 50, Pais: Dominica
Nombre: SILVINIA VALVERDE, Edad: 12, Pais: Antigua y Barbuda
Nombre: SILVINIA VALVERDE, Edad: 72, Pais: Estonia
Nombre: JOSE ANTONIO MESEN, Edad: 80, Pais: Jordania
Nombre: ARGENTINA MONGE, Edad: 36, Pais: Bangladesh
Nombre: LUZ MARINA ARIAS, Edad: 48, Pais: Tadjikistan
Nombre: LUZ MARINA ARIAS, Edad: 9, Pais: Burkina Faso
Nombre: LUZ MARINA ARIAS, Edad: 90, Pais: Chile
Nombre: LUZ MARINA ARIAS, Edad: 38, Pais: Federación Rusa
Nombre: LUZ MARINA ARIAS, Edad: 34, Pais: Suva
Nombre: MIGUEL ANGEL JIMENEZ, Edad: 77, Pais: Maputo
Nombre: MARIO SANDOVAL, Edad: 55, Pais: Islas Malvinas
Nombre: MARIO SANDOVAL, Edad: 66, Pais: Isla Pitcairn
Nombre: MARIO SANDOVAL, Edad: 29, Pais: Gambia
Nombre: JOSE FERNANDO CASCO, Edad: 24, Pais: Ottawa
Nombre: JOSE FERNANDO CASCO, Edad: 45, Pais: Niger
Nombre: OCTAVIO ROJAS, Edad: 79, Pais: Gabón
Nombre: ROSABET CAMPOS, Edad: 62, Pais: Estocolmo
Nombre: JOSE MARIA SOLANO, Edad: 91, Pais: Serbia
Nombre: JOSE MARIA SOLANO, Edad: 13, Pais: Albania
Nombre: JOAQUIN MADRIGAL, Edad: 64, Pais: Islandia
Nombre: LUCIA CASTRO, Edad: 28, Pais: Uagadugú
Nombre: LUCIA CASTRO, Edad: 6, Pais: Djibouti
Nombre: OLGA VALVERDE, Edad: 62, Pais: Mónaco
Nombre: OLGA VALVERDE, Edad: 95, Pais: Bridgetown
Nombre: OLGA VALVERDE, Edad: 58, Pais: San Marino
Nombre: OLGA VALVERDE, Edad: 67, Pais: Vietnam
Nombre: EDGAR HERNANDEZ, Edad: 100, Pais: Berlín
Nombre: EDGAR HERNANDEZ, Edad: 43, Pais: Lituania
Nombre: SERVULO SEGURA, Edad: 12, Pais: Samoa
Nombre: DULCELINA MENDOZA, Edad: 17, Pais: Isla Pitcairn
Nombre: EVELIO PEREZ, Edad: 79, Pais: Chipre
Nombre: EVELIO PEREZ, Edad: 35, Pais: Suva
Nombre: EVELIO PEREZ, Edad: 3, Pais: Mónaco
Nombre: EVELIO PEREZ, Edad: 30, Pais: Costa de Marfil
Nombre: JUAN ANTONIO HIDALGO, Edad: 70, Pais: Buyumbura
Nombre: JUAN ANTONIO HIDALGO, Edad: 40, Pais: Paraguay
Nombre: JUAN ANTONIO HIDALGO, Edad: 44, Pais: Chile
Nombre: ROCIO MORENO, Edad: 5, Pais: Saint John
Nombre: RODRIGO GARRO, Edad: 56, Pais: Daca
Nombre: RODRIGO GARRO, Edad: 31, Pais: Cuba
Nombre: DEUSDEDIT ALFARO, Edad: 41, Pais: Nukualofa
Nombre: DEUSDEDIT ALFARO, Edad: 48, Pais: Eslovaquia
Nombre: DEUSDEDIT ALFARO, Edad: 6, Pais: Isla De Navidad
Nombre: DEUSDEDIT ALFARO, Edad: 57, Pais: Honduras
Nombre: JOSE ANGEL MARIN, Edad: 24, Pais: Corea del Norte
Nombre: FLOR DE MARIA TENORIO, Edad: 56, Pais: Antananarivo
Nombre: MARIA AIDA CASTRO, Edad: 19, Pais: Saint George
Nombre: FLORA LEON, Edad: 1, Pais: Tonga
Nombre: FLOR MARIA ARIAS, Edad: 62, Pais: Mozambique
Nombre: ARACELLY CASTRO, Edad: 20, Pais: Mauricio
Nombre: ARACELLY CASTRO, Edad: 27, Pais: Hungría
Nombre: RAFAEL ANTONIO ULLOA, Edad: 41, Pais: Yamena
Nombre: RAFAEL ANTONIO ULLOA, Edad: 66, Pais: Nigeria
Nombre: EMERITA AZOFEIFA, Edad: 5, Pais: Abuya
Nombre: MARIA DE LOS ANGELES RODRIGUEZ, Edad: 68, Pais: Uagadugú
Nombre: BALDOMERO LOPEZ, Edad: 33, Pais: La Valeta
Nombre: BALDOMERO LOPEZ, Edad: 11, Pais: Zaire
Nombre: CELIMO SANCHEZ, Edad: 13, Pais: Swazilandia
Nombre: MAYRA CASTRO, Edad: 72, Pais: Tiflis
Nombre: LILI SABORIO, Edad: 99, Pais: Paraguay
Nombre: LILI SABORIO, Edad: 14, Pais: Yibuti
Nombre: LILI SABORIO, Edad: 52, Pais: Túnez
Nombre: TERESA MURILLO, Edad: 97, Pais: Maseru
Nombre: TERESA MURILLO, Edad: 97, Pais: Apia
Nombre: CARLOS LUIS VARGAS, Edad: 69, Pais: San Salvador
Nombre: BENJAMIN CASCANTE, Edad: 18, Pais: Ciudad del Vaticano
Nombre: BENJAMIN CASCANTE, Edad: 76, Pais: Georgia
Nombre: MARIA ELENA ZAMORA, Edad: 43, Pais: Kuwait City
Nombre: MIRIAM MORA, Edad: 21, Pais: Costa de Marfil
Nombre: SOCORRO ANGULO, Edad: 99, Pais: Guernsey
Nombre: LIGIA CALVO, Edad: 70, Pais: Libia
Nombre: ALBINO ELIZONDO, Edad: 94, Pais: Corea del Norte
Nombre: ALBINO ELIZONDO, Edad: 97, Pais: Montevideo
Nombre: VILMA HOFFMAN, Edad: 50, Pais: Georgetown
Nombre: VILMA HOFFMAN, Edad: 50, Pais: Bermudas
Nombre: VILMA HOFFMAN, Edad: 2, Pais: Bucarest
Nombre: VILMA HOFFMAN, Edad: 60, Pais: Cabo Verde
Nombre: VILMA MARIA MUÑOZ, Edad: 9, Pais: Cuba
Nombre: MARIA ELENA RAMIREZ, Edad: 65, Pais: Jartum
Nombre: MARIA ELENA RAMIREZ, Edad: 24, Pais: Guinea Ecuatorial
Nombre: VILMA VARGAS, Edad: 15, Pais: Antillas Holandesas
Nombre: MARTA VIRGINIA SUAREZ, Edad: 71, Pais: Santa Elena
Nombre: MARTA VIRGINIA SUAREZ, Edad: 25, Pais: Nauru
Nombre: MARTA VIRGINIA SUAREZ, Edad: 1, Pais: India
Nombre: MARTA VIRGINIA SUAREZ, Edad: 73, Pais: Conakri
Nombre: NORMA MARIA ZUÑIGA, Edad: 71, Pais: Turquía
Nombre: NORMA MARIA ZUÑIGA, Edad: 23, Pais: Estados Federados de Micronesia
Nombre: ETELVINA DURAN, Edad: 82, Pais: Islas Caimán
Nombre: ETELVINA DURAN, Edad: 53, Pais: Dinamarca
Nombre: ANTONIO BERMUDEZ, Edad: 66, Pais: Somalia
Nombre: ANTONIO BERMUDEZ, Edad: 36, Pais: Lilongüe
Nombre: JORGE DIAZ, Edad: 5, Pais: San Pedro y Miquelón
Nombre: NORMINANDA DE LOS ANGELES CAMPOS, Edad: 43, Pais: Isla Jan Mayen
Nombre: EULALIA ANGULO, Edad: 21, Pais: Estados Unidos
Nombre: EULALIA ANGULO, Edad: 55, Pais: Pekín
Nombre: MARIA ISABEL ARAYA, Edad: 86, Pais: Jordania
Nombre: JUANA MONTOYA, Edad: 56, Pais: Timor Oriental
Nombre: LUCIA ATILIA PORRAS, Edad: 84, Pais: Dinamarca
Nombre: PEDRO CORTEZ, Edad: 98, Pais: Biskek
Nombre: PEDRO CORTEZ, Edad: 39, Pais: Jartum
Nombre: JOSE LUNA, Edad: 49, Pais: Bután
Nombre: JOSE LUNA, Edad: 56, Pais: Bridgetown
Nombre: JOSE LUNA, Edad: 97, Pais: Túnez
Nombre: ANA ISABEL MONTERO, Edad: 72, Pais: Bratislava
Nombre: ANA ISABEL MONTERO, Edad: 4, Pais: Portugal
Nombre: GUILLERMO RAMIREZ, Edad: 94, Pais: Nuakchot
Nombre: NORMA CALVO, Edad: 14, Pais: Australia
Nombre: ARTURO JIMENEZ, Edad: 25, Pais: Conakri
Nombre: MARCO ANTONIO RUMOROSO, Edad: 40, Pais: Canadá
Nombre: JOSE ALEXIS GRANADOS, Edad: 73, Pais: Tíbet
Nombre: PIEDADES UMAÑA, Edad: 80, Pais: Eritrea
Nombre: MELVIN LOPEZ, Edad: 95, Pais: Paraguay
Nombre: ROSA MIRA MORA, Edad: 52, Pais: San Vincente y Granadinas
Nombre: ROSA MIRA MORA, Edad: 52, Pais: República Checa
Nombre: ROSA MIRA MORA, Edad: 99, Pais: Gabón
Nombre: DELFIN UREÑA, Edad: 63, Pais: Washington D. C.
Nombre: DELFIN UREÑA, Edad: 79, Pais: Daca
Nombre: ERCILIA CAMPOS, Edad: 54, Pais: Niue
Nombre: ERCILIA CAMPOS, Edad: 49, Pais: Belice
Nombre: GLADYS MORENO, Edad: 12, Pais: Tallin
Nombre: ALICIA FALLAS, Edad: 43, Pais: Port Louis
Nombre: ALICIA FALLAS, Edad: 25, Pais: Malabo
Nombre: ALCIDES RAMON MEZA, Edad: 80, Pais: Vientián
Nombre: ANA ROLDAN, Edad: 82, Pais: Zambia
Nombre: ANA ROLDAN, Edad: 61, Pais: San Salvador
Nombre: OVIDIO AGUERO, Edad: 8, Pais: Alemania
Nombre: OVIDIO AGUERO, Edad: 38, Pais: Malé
Nombre: SAUL ARAYA, Edad: 33, Pais: Sucre
Nombre: SAUL ARAYA, Edad: 23, Pais: Uagadugú
Nombre: RAMONA FALLAS, Edad: 60, Pais: Islas de Heard y McDonald
Nombre: NEFTALI BARRANTES, Edad: 84, Pais: Macao
Nombre: NEFTALI BARRANTES, Edad: 78, Pais: Angola
Nombre: NEFTALI BARRANTES, Edad: 22, Pais: Turkmenistan
Nombre: MILDA MARIA MENDEZ, Edad: 87, Pais: Camboya
Nombre: JOSE ELIAS BARBOZA, Edad: 84, Pais: Islas de Heard y McDonald
Nombre: JOSE ELIAS BARBOZA, Edad: 59, Pais: Kazajstán
Nombre: JOSE ELIAS BARBOZA, Edad: 20, Pais: Angola
Nombre: ADRIAN VEGA, Edad: 40, Pais: Bratislava
Nombre: ADRIAN VEGA, Edad: 79, Pais: Bisáu
Nombre: CELVIDA MARIN, Edad: 71, Pais: Helsinki
Nombre: CELVIDA MARIN, Edad: 84, Pais: Burundi
Nombre: CELVIDA MARIN, Edad: 92, Pais: Panamá
Nombre: JUAN ELIECER AZOFEIFA, Edad: 39, Pais: Moroni
Nombre: JUAN ELIECER AZOFEIFA, Edad: 99, Pais: Cuba
Nombre: JUAN ELIECER AZOFEIFA, Edad: 25, Pais: Argentina
Nombre: JUAN ELIECER AZOFEIFA, Edad: 20, Pais: Moldavia
Nombre: MARIA TERESA ARTAVIA, Edad: 89, Pais: Saint George
Nombre: MARIA TERESA ARTAVIA, Edad: 35, Pais: Puerto España
Nombre: MIREYA ZUÑIGA, Edad: 3, Pais: Nueva Caledonia
Nombre: VICTOR MANUEL MORA, Edad: 96, Pais: París
Nombre: JOSE ANDRES MONGE, Edad: 52, Pais: Tanzania
Nombre: JOSE ANDRES MONGE, Edad: 77, Pais: Jerusalén Este
Nombre: MARIA CLAUDIA NAVARRO, Edad: 61, Pais: Chad
Nombre: MERCEDES CALDERON, Edad: 78, Pais: Dinamarca
Nombre: MERCEDES CALDERON, Edad: 73, Pais: Bermudas
Nombre: RAFAEL ANGEL JIMENEZ, Edad: 60, Pais: Surinam
Nombre: MARIA TERESA FEYTH, Edad: 47, Pais: India
Nombre: MARIA TERESA FEYTH, Edad: 81, Pais: Djibouti
Nombre: OBELIA JIMENEZ, Edad: 13, Pais: Armenia
Nombre: ROSALINA SILVINIA MARIN, Edad: 55, Pais: Moroni
Nombre: LUZ MARY MELENDEZ, Edad: 10, Pais: Ciudad del Vaticano
Nombre: MARIA EUGENIA SOLANO, Edad: 95, Pais: Asunción
Nombre: MARIA EUGENIA SOLANO, Edad: 35, Pais: Jordania
Nombre: MARIA OFELIA NARANJO, Edad: 56, Pais: Bangladesh
Nombre: JUAN DE DIOS BRENES, Edad: 80, Pais: Rusia
Nombre: JUAN DE DIOS BRENES, Edad: 20, Pais: Argelia
Nombre: VIRGINIA DURAN, Edad: 27, Pais: Naipyidó
Nombre: JORGE ALPIZAR, Edad: 69, Pais: Taskent
Nombre: JORGE ALPIZAR, Edad: 17, Pais: Beirut
Nombre: LUIS GUILLERMO JIMENEZ, Edad: 100, Pais: Malabo
Nombre: FLORA CAMACHO, Edad: 39, Pais: Guyana
Nombre: ADELINA RETANA, Edad: 30, Pais: Bulgaria
Nombre: RIGOBERTO CHAVES, Edad: 28, Pais: Egipto
Nombre: RIGOBERTO CHAVES, Edad: 56, Pais: Belmopán
Nombre: RIGOBERTO CHAVES, Edad: 2, Pais: República Dominicana
Nombre: JOSE GUILLERMO IBARRA, Edad: 45, Pais: Antártida
Nombre: FLOR DE MARIA CAMPOS, Edad: 34, Pais: Dodoma
Nombre: FLOR DE MARIA CAMPOS, Edad: 46, Pais: Mogadiscio
Nombre: ADELICIO GARRO, Edad: 56, Pais: Bulgaria
Nombre: MARIA ANA CARDENAS, Edad: 5, Pais: Taipéi
Nombre: MARIA ANA CARDENAS, Edad: 74, Pais: Niger
Nombre: MARIA ANA CARDENAS, Edad: 16, Pais: Buyumbura
Nombre: EMILCE ARTAVIA, Edad: 23, Pais: Groenlandia
Nombre: EMILCE ARTAVIA, Edad: 80, Pais: Honduras
Nombre: INES ARIAS, Edad: 39, Pais: Swazilandia
Nombre: TERESA ALVAREZ, Edad: 25, Pais: Bucarest
Nombre: JESUS VALVERDE, Edad: 70, Pais: Hong Kong
Nombre: ESMERALDA CARVAJAL, Edad: 61, Pais: Saná
Nombre: JUAN RAFAEL SANCHEZ, Edad: 62, Pais: Gibraltar
Nombre: FLOR MARIA ROBLES, Edad: 89, Pais: Asmara
Nombre: MARIA ABARCA, Edad: 33, Pais: Nueva Caledonia
Nombre: MARIA ABARCA, Edad: 51, Pais: Niger
Nombre: MARIA ABARCA, Edad: 45, Pais: Apia
Nombre: HECTOR FALLAS, Edad: 52, Pais: Tiflis
Nombre: ALVARO CHACON, Edad: 2, Pais: Budapest
Nombre: ALVARO CHACON, Edad: 19, Pais: Suiza
Nombre: ALVARO CHACON, Edad: 77, Pais: Aruba
Nombre: ALVARO CHACON, Edad: 3, Pais: Hanói
Nombre: EDGAR BOLANDI, Edad: 42, Pais: Ulán Bator
Nombre: GUILLERMO ARROYO, Edad: 62, Pais: Islas Malvinas
Nombre: GUILLERMO ARROYO, Edad: 13, Pais: Yibuti
Nombre: GUILLERMO ARROYO, Edad: 66, Pais: Arabia Saudita
Nombre: GUILLERMO ARROYO, Edad: 40, Pais: Malta
Nombre: GUILLERMO ALVAREZ, Edad: 80, Pais: México
Nombre: GUILLERMO ALVAREZ, Edad: 57, Pais: Libia
Nombre: GUILLERMO ALVAREZ, Edad: 7, Pais: Corea del Norte
Nombre: NORMAN MORALES, Edad: 45, Pais: Montserrat
Nombre: NORMAN MORALES, Edad: 26, Pais: Norfolk Island
Nombre: ENRIQUE CHAVES, Edad: 64, Pais: Jerusalén
Nombre: NELLY GARBANZO, Edad: 54, Pais: Caracas
Nombre: NELLY GARBANZO, Edad: 71, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: ANGELES CORDERO, Edad: 78, Pais: Grecia
Nombre: CARMEN FALLAS, Edad: 41, Pais: Nasáu
Nombre: CARMEN FALLAS, Edad: 19, Pais: Isla Christmas
Nombre: MARIA SANDI, Edad: 99, Pais: Mbabane
Nombre: YANUARIO BADILLA, Edad: 74, Pais: Puerto Rico
Nombre: YANUARIO BADILLA, Edad: 90, Pais: Uagadugú
Nombre: YANUARIO BADILLA, Edad: 55, Pais: Asunción
Nombre: YANUARIO BADILLA, Edad: 75, Pais: Guinea Ecuatorial
Nombre: IRMA SOLIS, Edad: 52, Pais: Noruega
Nombre: ANTONIO CALDERON, Edad: 17, Pais: Nukualofa
Nombre: RAMONA MORA, Edad: 99, Pais: Burkina Faso
Nombre: RAMONA MORA, Edad: 32, Pais: Argentina
Nombre: RAMONA MORA, Edad: 69, Pais: Estonia
Nombre: GILBERTO MORA, Edad: 37, Pais: Seychelles
Nombre: MARIA IGNACIA MADRIGAL, Edad: 47, Pais: Sudo Georgia y los Islas Sandwich del Sur
Nombre: MARIA IGNACIA MADRIGAL, Edad: 81, Pais: Namibia
Nombre: MARIA IGNACIA MADRIGAL, Edad: 65, Pais: Abu Dabi
Nombre: ODILIA MARIA PORRAS, Edad: 23, Pais: Kingstown
Nombre: ODILIA MARIA PORRAS, Edad: 64, Pais: Venezuela
Nombre: VICTOR MANUEL RODRIGUEZ, Edad: 26, Pais: Guyana
Nombre: VICTOR MANUEL RODRIGUEZ, Edad: 16, Pais: Uruguay
Nombre: JOSE MANUEL MORA, Edad: 50, Pais: Luxemburgo
Nombre: JOSE MANUEL MORA, Edad: 51, Pais: Yibuti
Nombre: JOSE MANUEL MORA, Edad: 45, Pais: Eslovenia
Nombre: JOSE MANUEL MORA, Edad: 81, Pais: Polonia
Nombre: NELLY SALAZAR, Edad: 9, Pais: La Habana
Nombre: NELLY SALAZAR, Edad: 72, Pais: Lituania
Nombre: NELLY SALAZAR, Edad: 97, Pais: Antananarivo
Nombre: JOSE RAFAEL ZUÑIGA, Edad: 81, Pais: Costa de Marfil
Nombre: JOSE RAFAEL ZUÑIGA, Edad: 81, Pais: Dodoma
Nombre: NELLY MORA, Edad: 84, Pais: Naipyidó
Nombre: NELLY MORA, Edad: 94, Pais: Taiwan
Nombre: RAFAEL NUÑEZ, Edad: 9, Pais: Teherán
Nombre: LUIS RUBEN MORA, Edad: 5, Pais: Eslovenia
Nombre: LUIS RUBEN MORA, Edad: 60, Pais: Alemania
Nombre: LUIS RUBEN MORA, Edad: 3, Pais: Guatemala
Nombre: CARLOS LUIS CARRANZA, Edad: 29, Pais: Comores
Nombre: MARIA BETTY QUIROS, Edad: 9, Pais: Tegucigalpa
Nombre: OLIVIER ARIAS, Edad: 35, Pais: Lituania
Nombre: OLIVIER ARIAS, Edad: 40, Pais: Ruanda
Nombre: JESUS ORTEGA, Edad: 50, Pais: Irlanda
Nombre: MIRIAM MORA, Edad: 3, Pais: Puerto Moresby
Nombre: CARLOS MANUEL OVIEDO, Edad: 95, Pais: Tanzania
Nombre: MARIA BETINA RODRIGUEZ, Edad: 96, Pais: Washington D. C.
Nombre: MARIA BETINA RODRIGUEZ, Edad: 9, Pais: Nueva Delhi
Nombre: WILLIAM CASTRO, Edad: 77, Pais: Conakri
Nombre: LUZ BERTA VALVERDE, Edad: 77, Pais: Beirut
Nombre: LUZ BERTA VALVERDE, Edad: 24, Pais: Bermudas
Nombre: ELICINIO JIMENEZ, Edad: 41, Pais: Jersey
Nombre: ELICINIO JIMENEZ, Edad: 73, Pais: Harare
Nombre: FLOR MARIA FALLAS, Edad: 84, Pais: Vientián
